season,week,contestant_id,celebrity_name,judge_total,p_mean,p_median,p_q025,p_q975
2,2,9,Tia Carrere,22.0,0.05045915883868187,0.03167795721678252,0.002350168402523251,0.21259648854883412
2,3,0,Drew Lachey,27.0,0.25754835344835725,0.20793452604083587,0.025192971309992762,0.7241421011150639
2,3,1,George Hamilton,22.0,0.06847542467984637,0.04702086536052624,0.004292347660986711,0.26037625072818044
2,3,2,Giselle Fernandez,22.0,0.04211107009776893,0.026532695176999757,0.0028074101691076955,0.17529705543655735
2,3,3,Jerry Rice,19.0,0.06502972275762613,0.029753306795833302,0.001088167516018367,0.3111957266427026
2,3,5,Lisa Rinna,25.0,0.1338243814234456,0.09602875970996447,0.014268285921295983,0.48257939980342307
2,3,6,Master P,14.0,0.021101127783447332,0.0067553516748812045,6.691535359775916e-05,0.11401440907048775
2,3,7,Stacy Keibler,27.0,0.24937590556234351,0.20402881564211664,0.024309898780323785,0.7069383107989542
2,3,9,Tia Carrere,26.0,0.16253401424716488,0.1216801566819235,0.016565853179612375,0.5262476191156936
2,4,0,Drew Lachey,28.0,0.26032839750598125,0.21042899262605227,0.024332933756542198,0.730652784866815
2,4,1,George Hamilton,21.0,0.07190275915759532,0.050210663850076595,0.005277119472048994,0.26433761195722233
2,4,3,Jerry Rice,24.0,0.18933134111767966,0.14405423348571905,0.014318754805442133,0.5911510215993097
2,4,5,Lisa Rinna,26.0,0.1580839774590836,0.11511601134546484,0.01889730105005057,0.5418394857003407
2,4,6,Master P,8.0,0.018566192338122255,0.005921209339596455,6.266659812801408e-05,0.10305673535921943
2,4,7,Stacy Keibler,26.0,0.1776986244828332,0.1342073905657004,0.0158130088425495,0.579841960446901
2,4,9,Tia Carrere,25.0,0.12408870793870473,0.09011380486765105,0.012225283436241855,0.4276508570132665
2,5,0,Drew Lachey,27.0,0.19109986475148552,0.13585232966460048,0.011073721104050797,0.652186897220522
2,5,1,George Hamilton,24.0,0.059791117538327186,0.03591649519319118,0.0012180815542806897,0.2569679104294424
2,5,3,Jerry Rice,23.0,0.07957842660484568,0.034022558550066334,0.0005366013351961782,0.39109249445080063
2,5,5,Lisa Rinna,25.0,0.08152108537377403,0.04757442124349614,0.0023778862510767194,0.3723048427517513
2,5,7,Stacy Keibler,30.0,0.5615653835393847,0.5832319112513729,0.07652845896354415,0.9690289256780003
2,5,9,Tia Carrere,22.0,0.02644412219218293,0.012042034639553924,0.0002241949003980996,0.14360274283474136
2,6,0,Drew Lachey,30.0,0.37985502643544855,0.3499394080363155,0.04041040958723207,0.8675473560219332
2,6,1,George Hamilton,23.0,0.04193278626266468,0.02150201957496335,0.0006610105897360036,0.19779184706145184
2,6,3,Jerry Rice,23.0,0.07800449075424454,0.03197690954196626,0.0007359571122209497,0.38874935539902133
2,6,5,Lisa Rinna,27.0,0.12787444846717871,0.08578969794736668,0.008284209696164443,0.5017469348479578
2,6,7,Stacy Keibler,30.0,0.3723332480804635,0.34166610956229465,0.03825706225951177,0.853207678127427
2,7,0,Drew Lachey,27.5,0.3575961718888922,0.32660385112822526,0.037764675304873846,0.8386555655819274
2,7,3,Jerry Rice,20.5,0.06912412452652478,0.023922045345859063,0.0004330700944258338,0.37886968232904733
2,7,5,Lisa Rinna,26.5,0.22257601096014468,0.17230749234715723,0.022534289877396883,0.6930687289087669
2,7,7,Stacy Keibler,27.5,0.35070369262443835,0.3172964373631823,0.033411946934504,0.8313226749865843
2,8,0,Drew Lachey,28.9998,0.516247879509457,0.5242777892354002,0.06706344291187345,0.9459600786711639
2,8,3,Jerry Rice,26.666600000000003,0.1117724974622175,0.045461983033965425,0.0009616669333244064,0.5382434836837813
2,8,7,Stacy Keibler,28.6665,0.3719796230283255,0.33336384907394057,0.03361285573896569,0.8713651788001657
3,1,0,Emmitt Smith,24.0,0.18525036120053776,0.13938559307394147,0.017225963648139414,0.592868472652408
3,1,1,Harry Hamlin,17.0,0.03206653467944322,0.0154222291203601,0.0007889789408020207,0.16888297251845938
3,1,2,Jerry Springer,16.0,0.024346844930844345,0.01125034874767318,0.0003880599192630078,0.1295842561547753
3,1,3,Joey Lawrence,21.0,0.08170442529113128,0.04962437647120842,0.004520675825594529,0.3512721433872071
3,1,4,Mario Lopez,26.0,0.334794258007658,0.28587007884018834,0.032980890597630236,0.8322570395315313
3,1,5,Monique Coleman,19.0,0.04677869995413985,0.02638787525270126,0.0020949306548968417,0.214372472652502
3,1,6,Sara Evans,15.0,0.022014493108352504,0.009312535353301708,0.00027469664869204344,0.12581449299478098
3,1,7,Shanna Moakler,18.0,0.04129215459023263,0.022153030972734737,0.001332216571290234,0.19889734584283308
3,1,8,Tucker Carlson,12.0,0.011776499143105794,0.003801258715890308,5.020791441134748e-05,0.0725218491705104
3,1,9,Vivica A. Fox,22.0,0.11062905305663163,0.07431300917252015,0.008290948745709554,0.42683225674195063
3,1,10,Willa Ford,22.0,0.10934667603792306,0.07193155496637038,0.007112575781913383,0.41701981406318067
3,2,0,Emmitt Smith,24.0,0.07842322527214603,0.04760371526629538,0.0026183034469289424,0.3347779920443048
3,2,1,Harry Hamlin,21.0,0.02983937665521529,0.012758435329744772,0.0002967328620235467,0.16693034730362405
3,2,2,Jerry Springer,19.0,0.015913937959741657,0.005408574715619467,4.6636965314201144e-05,0.09568571088815499
3,2,3,Joey Lawrence,29.0,0.4820814179626533,0.4650964416964604,0.05626750715494506,0.9503029779956547
3,2,4,Mario Lopez,21.0,0.031130456400687966,0.013550301467687636,0.0002557172364389676,0.16488225893363395
3,2,5,Monique Coleman,26.0,0.15164780311626136,0.1043773386546422,0.011126572357224248,0.5372216412206745
3,2,6,Sara Evans,21.0,0.031432122654293126,0.01408471328653553,0.0003002636716206539,0.17575652913211567
3,2,7,Shanna Moakler,22.0,0.041843705555085826,0.020533028569333277,0.000654216201911967,0.20800670187572876
3,2,9,Vivica A. Fox,24.0,0.07991523085647644,0.04757920309517675,0.0027864010302183404,0.3357267240471204
3,2,10,Willa Ford,23.0,0.057772723567439,0.029767086985844272,0.0011515442733089987,0.27870736786104683
3,3,0,Emmitt Smith,19.0,0.0177302032435165,0.005906426916338544,7.679738444242282e-05,0.10853610910992215
3,3,1,Harry Hamlin,22.0,0.04550609240251993,0.02254305399686307,0.0012045720633831248,0.2306663427181418
3,3,2,Jerry Springer,21.0,0.0312307182324513,0.013426344458783804,0.0004482512206205212,0.172889341557851
3,3,3,Joey Lawrence,22.0,0.045019504122427015,0.021180380608892966,0.0010528320322130073,0.23882836135674626
3,3,4,Mario Lopez,22.0,0.04778470015783408,0.024505040154713248,0.0010837764075646837,0.23660758805382906
3,3,5,Monique Coleman,27.0,0.29880809808805686,0.24185544399033032,0.029364561887977238,0.8013290643078969
3,3,6,Sara Evans,25.0,0.14591269251433212,0.10094892251747317,0.010774730886177615,0.5200544534869372
3,3,9,Vivica A. Fox,27.0,0.3210733050255545,0.27147032039601704,0.03386255389404388,0.8197040798358907
3,3,10,Willa Ford,22.0,0.04693468621330769,0.02252048336954774,0.001044458015007698,0.23736181802878759
3,4,0,Emmitt Smith,24.0,0.06018327699339553,0.03360491244483928,0.0021033654506222646,0.27572547504834943
3,4,2,Jerry Springer,22.0,0.031160484779371906,0.01380025626908454,0.00042507215231634815,0.17177373444104638
3,4,3,Joey Lawrence,27.0,0.163965614303274,0.11369439857602798,0.011635426153782064,0.5842886443650301
3,4,4,Mario Lopez,29.0,0.3649938233667794,0.3232132335533806,0.03900403321783534,0.854425678953903
3,4,5,Monique Coleman,24.0,0.05522973317865827,0.03043565601622191,0.002148779720772596,0.25686531914616784
3,4,6,Sara Evans,20.0,0.019744410074607442,0.006892203245361241,0.00010369512984407175,0.12275581700693951
3,4,9,Vivica A. Fox,24.0,0.06125635496777558,0.033682922274103654,0.001931356348345428,0.28937909304462023
3,4,10,Willa Ford,28.0,0.24346630233613792,0.19576554545731784,0.019787537045562766,0.7078073315176935
3,5,0,Emmitt Smith,27.0,0.22437289959419812,0.1767549053141946,0.02282223248244993,0.6625386522117359
3,5,2,Jerry Springer,24.0,0.02683126236495927,0.010823026881151075,0.00030968002944556556,0.15237840846569753
3,5,3,Joey Lawrence,25.0,0.05248785784464088,0.02531624779232169,0.0014243591981010092,0.2746567532333041
3,5,4,Mario Lopez,27.0,0.23210397907592517,0.17874180106277443,0.021992068760180592,0.6858411638651183
3,5,5,Monique Coleman,27.0,0.21126978876324493,0.1609470652381634,0.02085982858416858,0.6485337246071515
3,5,6,Sara Evans,24.0,0.029961603988099106,0.012159809212035752,0.0003559962377740103,0.17351910650650829
3,5,10,Willa Ford,27.0,0.2229726083689325,0.1750327531761086,0.02079790219527871,0.667575430861777
3,6,0,Emmitt Smith,25.0,0.2016613619891812,0.14855442827429655,0.013618969854367693,0.6473929360233582
3,6,2,Jerry Springer,18.0,0.030140603846224637,0.010655866295453915,0.00015736397347465702,0.17982211347928895
3,6,3,Joey Lawrence,24.0,0.14675831376622622,0.0939920078038583,0.00677009070445506,0.5684369217266279
3,6,4,Mario Lopez,28.0,0.5167167365858123,0.5198558685275305,0.07194686929200805,0.9442506653291566
3,6,5,Monique Coleman,23.0,0.10472298381255557,0.06375841416172218,0.004193204858495207,0.43409246089203923
3,7,0,Emmitt Smith,28.5,0.30175063729799356,0.2613126320392507,0.0322780395524523,0.767998463414378
3,7,2,Jerry Springer,23.0,0.026907953385369412,0.009269771917319973,0.00017017179424540222,0.1616180466255692
3,7,3,Joey Lawrence,28.5,0.2901863303455705,0.24339413096174692,0.02856395619050792,0.783419367243322
3,7,4,Mario Lopez,28.0,0.24437642232882023,0.1924591926081935,0.021946831306190212,0.7159070477114196
3,7,5,Monique Coleman,27.0,0.1367786566422463,0.09036087341305685,0.009456737455439151,0.5075404652338921
3,8,0,Emmitt Smith,27.0,0.11464486162212942,0.061483955169621546,0.0022225036529155105,0.5059531731911114
3,8,3,Joey Lawrence,27.0,0.11203461973546709,0.05789831115037518,0.0019015763208226745,0.5293234521472883
3,8,4,Mario Lopez,28.5,0.7130244745694557,0.7897269218323588,0.1513334648395013,0.9922416540766218
3,8,5,Monique Coleman,26.5,0.060296044072947794,0.025231498842130308,0.0005255842235958593,0.3283991862828193
3,9,0,Emmitt Smith,29.5,0.33387432093457703,0.29211287942138753,0.03397485499708493,0.8134834867101141
3,9,3,Joey Lawrence,29.5,0.3212962771881058,0.27457689708285415,0.02980073237415615,0.8304722351397111
3,9,4,Mario Lopez,29.5,0.3448294018773172,0.30236481270586785,0.03366994927693315,0.8347400080785231
3,10,0,Emmitt Smith,29.666600000000003,0.49275353027066815,0.4883365320906323,0.061946142863208715,0.9401346003780502
3,10,4,Mario Lopez,29.666600000000003,0.5072464697293319,0.5116634679093677,0.059865399621949596,0.938053857136791
4,1,0,Apolo Anton Ohno,21.0,0.1150314830757464,0.07390301649370384,0.007086351165974298,0.4600106175639969
4,1,1,Billy Ray Cyrus,13.0,0.011247333915957062,0.0038717207882480948,4.4188157933007985e-05,0.06669936176617294
4,1,2,Clyde Drexler,16.0,0.024100116524466707,0.011200220060515246,0.00029625801819810034,0.1259285329286563
4,1,3,Heather Mills,18.0,0.04352443477528514,0.024188411974777918,0.0015145288707467397,0.20207472025490958
4,1,4,Ian Ziering,21.0,0.11207894454922392,0.07433126149087216,0.0076818205104510606,0.4423231263520132
4,1,5,Joey Fatone,24.0,0.31117905008866775,0.2582309609000063,0.029795683613563287,0.8213837106604395
4,1,6,John Ratzenberger,17.0,0.030700516301862445,0.015493804801763385,0.0007798085277305584,0.15147005749056683
4,1,7,Laila Ali,23.0,0.2195322729538556,0.16865627597091754,0.02075103582936068,0.6769420269051012
4,1,8,Leeza Gibbons,15.0,0.018756987523970748,0.0076388597310626995,0.00018153199086787405,0.10733071675765031
4,1,9,Paulina Porizkova,19.0,0.05688298020513092,0.03358574103149589,0.0029097794295813795,0.25068478376220726
4,1,10,Shandi Finnessey,19.0,0.05696588008583324,0.034196476927567734,0.0027136266444440747,0.24637884858411346
4,2,0,Apolo Anton Ohno,26.0,0.23304912236071237,0.17986333362685492,0.017771994433219668,0.7113843640024713
4,2,1,Billy Ray Cyrus,21.0,0.0313709737315154,0.01593823471253278,0.0006593881904796629,0.1550182659542004
4,2,2,Clyde Drexler,18.0,0.012233238830971287,0.004126079461376308,3.329295003095474e-05,0.07532009885215864
4,2,3,Heather Mills,24.0,0.1003505740728773,0.06628175572589041,0.0059978558017479075,0.391846353667935
4,2,4,Ian Ziering,22.0,0.04848109188376299,0.025097084531900474,0.0011959648516076372,0.2392126857128743
4,2,5,Joey Fatone,24.0,0.10423182973675382,0.06623064719198779,0.006252604495572155,0.4059255909558323
4,2,6,John Ratzenberger,21.0,0.030427278432861662,0.014843986442883943,0.0006148366655195738,0.14819547423209867
4,2,7,Laila Ali,27.0,0.35403212246532684,0.3094123622371867,0.037123374174393986,0.8631507478286418
4,2,8,Leeza Gibbons,21.0,0.031608542356147365,0.015394015864191016,0.0005787228731860831,0.1617853910559886
4,2,9,Paulina Porizkova,21.0,0.031194544509740088,0.015842238314761094,0.0006722512037067892,0.1589305036303525
4,2,10,Shandi Finnessey,20.0,0.023020681619330834,0.010000902742218641,0.00027463168669921556,0.12495643330780375
4,3,0,Apolo Anton Ohno,23.0,0.11588582293974585,0.07588865802683195,0.008751780745984072,0.45590955583922743
4,3,1,Billy Ray Cyrus,21.0,0.04689512834669766,0.02728843407287846,0.0022628346630024806,0.21245677682779343
4,3,2,Clyde Drexler,16.0,0.008619008029315966,0.0024944904019721754,1.8225743777864394e-05,0.05471046953552938
4,3,3,Heather Mills,24.0,0.1768476916259971,0.1328829088173898,0.015315031395384319,0.58075625151852
4,3,4,Ian Ziering,24.0,0.17694345434117018,0.1305462545942695,0.014310411433550498,0.5891962677963904
4,3,5,Joey Fatone,24.0,0.17814291054496645,0.13107734194288534,0.016966095989314884,0.5687460588905638
4,3,6,John Ratzenberger,20.0,0.03098948163147611,0.015729393626705647,0.0009791784187186433,0.15210539251762314
4,3,7,Laila Ali,21.0,0.05004524329965219,0.02813001982058577,0.002309600657102388,0.2370428044081346
4,3,8,Leeza Gibbons,24.0,0.16833005426552164,0.12501261515573658,0.01541932667350054,0.5558437643396823
4,3,10,Shandi Finnessey,21.0,0.04730120497545682,0.026899634312594137,0.002253762362168888,0.213856855146663
4,4,0,Apolo Anton Ohno,26.0,0.21664475360946225,0.16518185941878782,0.017209673410416675,0.6816380846516886
4,4,1,Billy Ray Cyrus,21.0,0.06380512454107146,0.03784160276790281,0.0028665014539751422,0.2821764771882361
4,4,2,Clyde Drexler,15.0,0.018982272290927305,0.007572528765149863,0.00011532537318539288,0.1086411204038596
4,4,3,Heather Mills,23.0,0.10303992859266232,0.0680284129883462,0.006165155259704409,0.40701087322522284
4,4,4,Ian Ziering,24.0,0.13197096480123569,0.08996831470993812,0.008673592489843769,0.49293908633476996
4,4,5,Joey Fatone,28.0,0.35208100285260924,0.30962343255158875,0.03591350064218287,0.8524588307770836
4,4,6,John Ratzenberger,16.0,0.022571023228043007,0.009032971111838399,0.0002454675283906926,0.12281101362178899
4,4,7,Laila Ali,21.0,0.06779660634747926,0.039456861431604956,0.0029430487761983883,0.30878768064555695
4,4,8,Leeza Gibbons,16.0,0.02310832373650948,0.00940304835435353,0.00023973580611602949,0.1304250518077135
4,5,0,Apolo Anton Ohno,30.0,0.3559311270861426,0.3167076500661278,0.03279152969205514,0.8587394445612563
4,5,1,Billy Ray Cyrus,17.0,0.03207182832924623,0.015346278485320167,0.0005740314255359347,0.17175678753812065
4,5,2,Clyde Drexler,13.0,0.017875547155845453,0.006484745452090095,8.07995564460311e-05,0.10571262353216122
4,5,3,Heather Mills,21.0,0.06461732199979563,0.036936036091689356,0.00240147516952478,0.289334314761362
4,5,4,Ian Ziering,24.0,0.11338952517429551,0.07242345223005175,0.005826383604867332,0.4587639470576324
4,5,5,Joey Fatone,25.0,0.13902730623119522,0.09242534173137401,0.009150331548362091,0.5084579164105181
4,5,6,John Ratzenberger,18.0,0.0367729322242389,0.017509777341746503,0.000773823561849233,0.1794846724871857
4,5,7,Laila Ali,28.0,0.2403144117992404,0.19083967977282584,0.023502118872414955,0.7133819823411051
4,6,0,Apolo Anton Ohno,28.0,0.29073925851195526,0.2413207745559258,0.02546903652236328,0.7797181071966278
4,6,1,Billy Ray Cyrus,21.0,0.03511434196978532,0.01658651801477063,0.0006420097985814757,0.18406239243857173
4,6,3,Heather Mills,23.0,0.06225743308020694,0.03458227495252487,0.002141055467360588,0.29163494232324605
4,6,4,Ian Ziering,24.0,0.08533358693112808,0.04940271145735385,0.0033900968395140377,0.3832584512466722
4,6,5,Joey Fatone,27.0,0.21570369576328105,0.16254350263485878,0.01782009395828679,0.6681003306877724
4,6,6,John Ratzenberger,19.0,0.02123976726076136,0.007410734709904235,0.00016047435495835781,0.12008472538544851
4,6,7,Laila Ali,28.0,0.28961191648288204,0.24127310621119624,0.030005241354711207,0.7753756547554366
4,7,0,Apolo Anton Ohno,27.0,0.15854289969160865,0.108099383274227,0.010147661648954705,0.5771799432570945
4,7,1,Billy Ray Cyrus,19.0,0.023129567031395605,0.008308135532186818,0.00015651396767218207,0.13846551231237958
4,7,4,Ian Ziering,27.0,0.1551568519249404,0.10774094176425737,0.010415553343567254,0.5648970575572988
4,7,5,Joey Fatone,29.5,0.30972400471489775,0.2634122168521663,0.031378764591846825,0.7984586683534495
4,7,6,John Ratzenberger,22.5,0.04762518382177238,0.02294414210643959,0.001245014786381913,0.2294369150089516
4,7,7,Laila Ali,29.5,0.30582149281538523,0.25973465437854,0.03161743980517696,0.804669501851062
4,8,0,Apolo Anton Ohno,29.0,0.4073984416417639,0.38061798946195013,0.042325144643078925,0.88792272028238
4,8,1,Billy Ray Cyrus,19.0,0.02936737509267046,0.01087085191755064,0.0002209043877668841,0.17212031639881772
4,8,4,Ian Ziering,23.5,0.09030317363843486,0.04929674536998535,0.0028137128466849304,0.4259746019405743
4,8,5,Joey Fatone,27.5,0.2716538134755434,0.21688493030653827,0.022675421577956253,0.7667315118241923
4,8,7,Laila Ali,26.5,0.20127719615158737,0.14819034365649394,0.015273525263392335,0.6627862279694963
4,9,0,Apolo Anton Ohno,29.5,0.13278218404609407,0.07767953355828472,0.004710719803797669,0.5747228101439931
4,9,4,Ian Ziering,29.0,0.04764642627697576,0.018072509186387725,0.00038425371079443095,0.29858498032150854
4,9,5,Joey Fatone,30.0,0.41168705397367855,0.38568614964772757,0.045254303972267304,0.8952298305380192
4,9,7,Laila Ali,30.0,0.40788433570325155,0.37860992363268464,0.04644582470207547,0.8897772713723108
4,10,0,Apolo Anton Ohno,29.3332,0.7250537643964818,0.8072584540028472,0.14951923970763317,0.992426257061331
4,10,5,Joey Fatone,28.6665,0.180929546984505,0.10789341136471732,0.00406767084135366,0.7022796454456619
4,10,7,Laila Ali,28.333200000000005,0.09401668861901313,0.03958509554846491,0.0009694505941786525,0.5145902692282055
5,1,0,Albert Reed,21.0,0.042568154608359304,0.024044241643481477,0.0014929409941301817,0.19094227862118135
5,1,1,Cameron Mathison,21.0,0.0407382865178135,0.02250806534852253,0.001507624060652985,0.19608491081879315
5,1,2,Floyd Mayweather Jr. ,18.0,0.01603138384053903,0.006772211811956983,0.00014395881355669854,0.08442647481148172
5,1,3,Helio Castroneves,25.0,0.20144347939706228,0.15368714906582087,0.017954013917569872,0.6216858469302032
5,1,4,Jane Seymour,24.0,0.1257442016059002,0.08850853887124237,0.00960273519715395,0.4526100238547422
5,1,5,Jennie Garth,21.0,0.04251311022493698,0.023331415241155305,0.0014474467955529447,0.20407828939058165
5,1,6,Josie Maran,16.0,0.010257957518303688,0.0032482068100443584,3.03731699010604e-05,0.06544743199906998
5,1,7,Marie Osmond,21.0,0.04541680645979818,0.02462278043385168,0.0017591783307749,0.20880705014085973
5,1,8,Mark Cuban,21.0,0.04044379793250034,0.023818740541794794,0.0017307734145355503,0.18397402348738706
5,1,9,Mel B,24.0,0.1293006392405604,0.09079771696194194,0.009699901052997452,0.4681176292179924
5,1,10,Sabrina Bryan,26.0,0.2843587343859322,0.22932332629404537,0.0269912758310462,0.7786720488274822
5,1,11,Wayne Newton,19.0,0.021183448268293933,0.010063321830584697,0.0003767980892230893,0.10557237118811597
5,2,0,Albert Reed,21.0,0.04431865821339563,0.024542544087200246,0.001404925444704854,0.20004376989977316
5,2,1,Cameron Mathison,21.0,0.04239154122176726,0.023312299832405892,0.0014722777570501133,0.2094362701420217
5,2,2,Floyd Mayweather Jr. ,21.0,0.043094496312589936,0.02401166555573863,0.0013721034699407792,0.19106685954184024
5,2,3,Helio Castroneves,27.0,0.32965741613959276,0.2816699703209463,0.03324612828588227,0.8289492033939719
5,2,4,Jane Seymour,21.0,0.044339989271205534,0.024122466515675907,0.0012430943168947254,0.2061688596966535
5,2,5,Jennie Garth,21.0,0.04387407994044057,0.023957687634885226,0.0014228650100968924,0.20681616384311516
5,2,7,Marie Osmond,24.0,0.11738600196248512,0.08084004681329353,0.008915848986303435,0.4199985720783665
5,2,8,Mark Cuban,18.0,0.018483037733438023,0.008211750069968885,0.0002090117755405344,0.09832288014107345
5,2,9,Mel B,23.0,0.08453930302908666,0.0525886013137242,0.0041553551510916465,0.34622148292438476
5,2,10,Sabrina Bryan,26.0,0.2229724422428148,0.1714710592792655,0.02110601185784843,0.6655358688667735
5,2,11,Wayne Newton,15.0,0.008943033933183726,0.0026965104419407904,2.2880845857151053e-05,0.05548673225681741
5,3,1,Cameron Mathison,23.0,0.046459105301015255,0.026073666765243052,0.0020635176203838996,0.22117626863532394
5,3,2,Floyd Mayweather Jr. ,21.0,0.02625105225763949,0.012712272101234285,0.0005460762049877876,0.13451372577575946
5,3,3,Helio Castroneves,24.0,0.07270335737154304,0.044919717576370546,0.003923558171441937,0.3092055644574033
5,3,4,Jane Seymour,27.0,0.18333517862150275,0.14000137627697878,0.01701237287435318,0.5851214962945906
5,3,5,Jennie Garth,26.0,0.127646120258948,0.08929645225303429,0.010392020312657912,0.46092797370538285
5,3,7,Marie Osmond,26.0,0.1355174975122291,0.09640949745130026,0.012318169093041682,0.46092240714250793
5,3,8,Mark Cuban,20.0,0.01928360057887181,0.008932665036989794,0.00029971901325845287,0.09845541981296604
5,3,9,Mel B,27.0,0.18848693293048532,0.14274951459854768,0.017983043119407613,0.6008861281005036
5,3,10,Sabrina Bryan,27.0,0.18877792386927336,0.14195181306833948,0.018127422254318345,0.5964519187930956
5,3,11,Wayne Newton,18.0,0.011539231298491869,0.004084553539225908,7.691806743995016e-05,0.068702518050554
5,4,1,Cameron Mathison,27.0,0.09928407662730132,0.06348877744509503,0.005357456723859749,0.3996464759357669
5,4,2,Floyd Mayweather Jr. ,23.0,0.019608731796611736,0.007891512041645924,0.00011357951785403491,0.10786272647064422
5,4,3,Helio Castroneves,27.0,0.1128262134616806,0.07503343038444056,0.006243353957568138,0.4486925941282512
