season,contestant_id,celebrity_name,mu_mean,mu_median
9,1,Ashley Hamiliton,1.8778467157092578,1.8302718948293226
9,2,Chuck Liddell,-0.2529186945211664,-0.2724684301996993
9,3,Debi Mazar,1.0249215461671848,1.0416492171980178
9,4,Donny Osmond,0.0013445029176936685,0.08155613807819387
9,5,Joanna Krupa,0.08193443308270303,0.015429885691810835
9,6,Kathy Ireland,-0.6508598912538265,-0.7734458345096866
9,7,Kelly Osbourne,1.0243233719514355,0.9875400498175093
9,8,Louie Vito,0.5447514499385266,0.5541257741749053
9,9,Macy Gray,0.0566736025898417,0.34722904442226976
9,10,Mark Dacascos,0.5525186773773982,0.5565145243108851
9,11,Melissa Joan Hart,-1.7544497116501692,-1.6033742505445272
9,12,Michael Irvin,0.6561830798580531,0.6154458916804848
9,13,Mya,-0.5200783771797339,-0.8026431394481774
9,14,Natalie Coughlin,-2.5172526046837027,-2.5862741341316653
9,15,Tom DeLay,0.15842866617545354,0.1785778913270588
10,0,Aiden Turner,-1.1043897612409501,-1.210528532784838
10,1,Buzz Aldrin,-0.025116165974239196,0.00040547157566500625
10,2,Chad Ochocinco,0.31307525572899497,0.3444545804016107
10,3,Erin Andrews,1.1953484596737491,1.3586002715842327
10,4,Evan Lysacek,0.6870363508235304,0.7150814017863498
10,5,Jake Pavelka,2.8618270048445815,2.908890738612502
10,6,Kate Gosselin,-2.5074171337272064,-2.53887092818046
10,7,Nicole Scherzinger,-1.049752165292919,-0.885425099647758
10,8,Niecy Nash,2.587961799883965,2.6372490783882583
10,9,Pamela Anderson,-0.5769883438872422,-0.748008243330988
10,10,Shannen Doherty,-2.3815853008322643,-2.4080117730723947
11,0,Audrina Patridge,-0.6481816551264488,-0.6335027704772209
11,1,Brandy,-1.9342978884652677,-2.2077607384785125
11,2,Bristol Palin,-0.6104268820244809,-0.6238969561745468
11,3,David Hasselhoff,2.768663651908893,2.6493894517530645
11,4,Florence Henderson,-0.19815218279726282,-0.33682469281396954
11,5,Jennifer Grey,-1.8810978211579403,-1.883130093175716
11,6,Kurt Warner,-0.3921578471393456,-0.5673666634397573
11,7,Kyle Massey,3.278307600631771,3.292911883841434
11,8,Margaret Cho,1.7840475664759612,1.8943126461693105
11,9,Michael Bolton,1.7459512472177998,1.6633505923216791
11,10,Rick Fox,-0.9817137513120962,-1.031815124540568
11,11,The Situation,-2.930942038211582,-3.0199299888090074
12,0,Chelsea Kane,0.04634930298897777,-0.008068653308812915
12,1,Chris Jericho,0.33200649481230676,0.27627737190571783
12,2,Hines Ward,1.1636772257677808,1.1370163913718816
12,3,Kendra Wilkinson,1.0558376178601596,1.1381156631402178
12,4,Kirstie Alley,-1.814499360907942,-1.8864861066401544
12,5,Mike Catherwood,0.6666880823385646,0.6303402962034268
12,6,Petra Nemcova,0.07304141156362366,-0.018223492983257032
12,7,Ralph Macchio,2.377339697723727,2.2951146041191817
12,8,Romeo,-2.1729630720578723,-2.0988745581822856
12,9,Sugar Ray Leonard,-0.7690707258092593,-0.7533929023507064
12,10,Wendy Williams,-0.9584066742800657,-0.8630605595599077
13,0,Carson Kressley,0.5511120963366987,0.6593176050643343
13,1,Chaz Bono,2.7513621858575483,2.9236802206040156
13,2,Chynna Phillips,-0.3441776907920969,-0.5210309188796434
13,3,David Arquette,-0.11697308284590517,0.1202189104616393
13,4,Elisabetta Canalis,-1.3821245825182749,-1.3892312665497792
13,5,Hope Solo,-0.717795252890662,-0.494178735386278
13,6,J.R. Martinez,-1.1985133397146521,-1.3913958108332314
13,7,Kristin Cavallari,1.1499313311799373,1.2863713237169012
13,8,Metta World Peace (Ron),0.647303534653793,0.700336122803122
13,9,Nancy Grace,-3.2396832568508005,-3.478963149933663
13,10,Ricki Lake,1.4158222690590287,1.4050930684243155
13,11,Rob Kardashian,0.48373578852538535,0.5202620703562133
14,0,Donald Driver,1.5698169370753559,1.4874676084716998
14,1,Gavin DeGraw,1.8089272957612574,1.8412851241842416
14,2,Gladys Knight,-3.418557193065886,-3.449893039425106
14,3,Jack Wagner,-1.0282412824484486,-0.9737131555531617
14,4,Jaleel White,1.3135760777587115,1.365874701469873
14,5,Katherine Jenkins,-0.5743308920855517,-0.5605141764510778
14,6,Maria Menounos,0.27872643104242956,0.33939776273120414
14,7,Martina Navratilova,1.225533518874808,1.2269189027628098
14,8,Melissa Gilbert,-1.3141237252987845,-1.5503254265515072
14,9,Roshon Fegan,-1.5649319098101055,-1.5423928758598557
14,10,Sherri Sheperd,-0.552272650859351,-0.5784453122706689
14,11,William Levy,2.2558773930555653,2.3126956879979526
15,0,Apolo Anton Ohno,0.34964743719351743,0.32225460244792686
15,1,Bristol Palin,2.232260118788802,2.341499214808989
15,2,Drew Lachey,1.7345617003560552,1.6987466424836029
15,3,Emmitt Smith,-0.943649307945164,-0.7782855692732553
15,4,Gilles Marini,0.024893344177672784,0.12324589422342937
15,5,Helio Castroneves,1.095362795074238,1.0692941090068968
15,6,Joey Fatone,-1.2865840459750468,-1.1252213933859387
15,7,Kelly Monaco,-2.6698125045255674,-2.7666710537097132
15,8,Kirstie Alley,0.3551047530221622,0.3694318448567232
15,9,Melissa Rycroft,0.8365537075773049,0.74015670024192
15,10,Pamela Anderson,0.635807281403746,0.7470996739674844
15,11,Sabrina Bryan,-1.7512999715375397,-1.7037985490770264
15,12,Shawn Johnson,-0.6128453076101806,-0.5644347937183167
16,0,Alexandra Raisman,1.2458411045570021,1.6857077629991357
16,1,Andy Dick,1.1526964106194537,1.2643694901407547
16,2,D. L. Hughley,-2.225705887668816,-2.2333222875751186
16,3,Dorothy Hamill,-1.7937105643755786,-1.714925974037847
16,4,Ingo Rademacher,-1.0398328489574549,-1.099493284010563
16,5,Jacoby Jones,0.9320512671707425,0.9337671724246861
16,6,Kellie Pickler,1.9575714119380927,1.9477491749928737
16,7,Lisa Vanderpump,0.5901166931454452,0.4559805972992226
16,8,Sean Lowe,-0.47846652404926343,-0.47629457797577823
16,9,Victor Ortiz,0.288411146653524,0.2811882644498027
16,10,Wynonna Judd,0.2611500978728993,0.3211456680861916
16,11,Zendaya,-0.890122306906046,-0.8905550819738127
17,0,Amber Riley,0.02864962507784019,-0.012541834577036583
17,1,Bill Engvall,-2.7532871210524923,-2.7451504659822397
17,2,Bill Nye,-1.016914546817963,-1.167939823149848
17,3,Brant Daugherty,1.427638622956243,1.4852326951278574
17,4,Christina Milian,0.1970187661191602,0.25283695271532447
17,5,Corbin Bleu,0.10901788313085352,0.0922784191742328
17,6,Elizabeth Berkley Lauren,0.7301944121848739,0.8145377945543595
17,7,Jack Osbourne,2.2092909278401054,2.23950368840479
17,8,Keyshawn Johnson,-0.8203373838440209,-0.7016974256763222
17,9,Leah Remini,-0.1991120579489977,-0.1756304624704521
17,10,"Nicole ""Snooki"" Polizzi",0.9290269599054705,0.8189620637715189
17,11,Valerie Harper,-0.8411860875510724,-0.8686399460918964
18,0,Amy Purdy,1.1635052420389642,1.0773129229487546
18,1,Billy Dee Williams,-1.7957168346987107,-1.891720386920653
18,2,Candace Cameron Bure,-1.2120497924853428,-1.180778605051604
18,3,Charlie White,1.8505697688321479,1.895551985997285
18,4,Cody Simpson,0.5579187663815093,0.674585695845636
18,5,Danica McKellar,0.0702503002566405,-0.07888865202322634
18,6,Diana Nyad,0.0656436801912991,-0.007209098346441418
18,7,Drew Carey,0.2415538181030088,0.3399647788315585
18,8,James Maslow,-2.434845714165751,-2.4158465314577433
18,9,Meryl Davis,0.21029989810254487,0.02113212194933138
18,10,NeNe Leakes,0.07067380964944635,0.03317791672291495
18,11,Sean Avery,1.212197057794244,1.159098732037628
19,0,Alfonso Ribeiro,0.3018418718208062,0.3333645925321553
19,1,Antonio Sabato Jr.,-1.010155235336683,-1.096064355936415
19,2,Bethany Mota,-1.5869281153683246,-1.6347408410922792
19,3,Betsey Johnson,-0.7124703588827345,-0.6744314407366456
19,4,Janel Parrish,1.0366502992853568,1.3787985689627256
19,5,Jonathan Bennett,-0.8874313049001337,-0.9200265221392012
19,6,Lea Thompson,2.2750251056462667,2.3500919058352334
19,7,Lolo Jones,1.1267697586979284,1.1423354037079014
19,8,Michael Waltrip,-0.560710497984936,-0.5661098737679484
19,9,Randy Couture,0.8054848828363002,0.7827427058585607
19,10,Sadie Robertson,-0.20848029723773925,-0.3054972688619223
19,11,Tavis Smiley,-0.138131261368943,-0.14942633275158307
19,12,Tommy Chong,-0.44146484720716395,-0.5621700034495025
20,0,Charlotte McKinney,-0.5146514612591445,-0.4565090752627653
20,1,Chris Soules,0.6824308368484553,0.7168999596539374
20,2,Michael Sam,3.2946384977916523,3.2386759130595477
20,3,Nastia Liukin,1.8487402632623968,1.7130764327213135
20,4,Noah Galloway,-2.5393535498390674,-2.5634589813370976
20,5,Patti LaBelle,0.10625489414291907,0.181445077305742
20,6,Redfoo,0.03143778776789262,0.07296076650270968
20,7,Riker Lynch,0.24517580372320324,0.0002003668970567453
20,8,Robert Herjavec,-0.3279083445463089,-0.3194730132904051
20,9,Rumer Willis,-1.3522427019464272,-1.5330176366848016
20,10,Suzanne Somers,-3.6908246945704613,-3.794585354977815
20,11,Willow Shields,2.21630266862489,2.3002902538971988
21,0,Alek Skarlatos,-0.7812502598339786,-0.6986345704111641
21,1,Alexa PenaVega,0.595380941994434,0.627105949790212
21,2,Andy Grammer,-0.5350293346299199,-0.3437764863353525
21,3,Bindi Irwin,1.255461836164073,1.3565007385647947
21,4,Carlos PenaVega,-0.5601138755944681,-0.4588611065837459
21,5,Chaka Khan,0.690850048678311,0.6212680272404634
21,6,Gary Busey,-3.651993400184515,-3.6487283998243285
21,7,Hayes Grier,-0.1317454340001128,-0.23995385735787866
21,8,Kim Zolciak-Biermann,0.6859146854836744,0.6460836345085527
21,9,Nick Carter,-0.6784993998976453,-0.9300550089242102
21,10,Paula Deen,-0.7952312323170435,-0.78684750062828
21,11,Tamar Braxton,1.6669612616609435,1.7837880988753319
21,12,Victor Espinoza,2.2392941624762477,2.20787110448285
22,0,Antonio Brown,1.3656056395120075,1.3912103675020377
22,1,Doug Flutie,-0.5593691135006998,-0.6368508254464162
22,2,Geraldo Rivera,2.85786429649849,2.6986956186014
22,3,Ginger Zee,2.623364079164338,2.624428033522546
22,4,Jodie Sweetin,-1.8218634330185055,-1.6511579395552858
22,5,Kim Fields,-1.2087609228145635,-1.1521043625062801
22,6,Marla Maples,0.8007482660452065,0.7047475951687154
22,7,Mischa Barton,3.4891827185552,3.6756009160136665
22,8,Nyle DiMarco,-3.494338501412712,-3.137155427823684
22,9,Paige VanZant,-1.5919269258882405,-1.5099238414008127
22,10,Von Miller,-1.5020253072827061,-1.5637057385401403
22,11,Wanya Morris,-0.9584807958578148,-0.9500397146871854
23,0,Amber Rose,0.9383641626925291,1.0235880602104064
23,1,Babyface,-0.6237994169223603,-0.483443786425996
23,2,Calvin Johnson Jr.,0.7511144669115649,0.7176204810456894
23,3,Jake T. Austin,-1.4697755130697019,-1.4026210897935427
23,4,James Hinchcliffe,0.44458554416414015,0.4349809428852196
23,5,Jana Kramer,0.7186531878701766,0.7318463744553589
23,6,Laurie Hernandez,-0.8027107192443574,-0.7960695529316997
23,7,Marilu Henner,0.428736641552697,0.40166893839444917
23,8,Maureen McCormick,-1.2364949487215324,-0.7542918848927573
23,9,Rick Perry,0.6115778177091787,0.43743185099935533
23,10,Ryan Lochte,2.576008001740502,2.654459139494578
23,11,Terra Jole,-1.6600417671223098,-1.5217904775419624
23,12,Vanilla Ice,-0.6762174575605265,-0.7103640472687066
24,0,Bonner Bolton,2.0742068204168134,2.138524876880802
24,1,Charo,-1.1154491653719247,-1.1280678771461023
24,2,Chris Kattan,-3.2226782972245793,-3.368099387667579
24,3,David Ross,-0.37494812080467177,-0.2439656736113739
24,4,Erika Jayne,0.7467921024232893,0.5867866381646984
24,5,Heather Morris,0.6190092228556204,0.7258422119600378
24,6,Mr. T,1.2419216645768578,1.2870946483636965
24,7,Nancy Kerrigan,0.12657887420420147,0.17641811189424877
24,8,Nick Viall,-0.8748625401336291,-0.801414489448304
24,9,Normani,3.451779458304755,3.428006414925152
24,10,Rashad Jennings,0.6309940491462054,0.6067390821823768
24,11,Simone Biles,-3.3033440683929385,-3.5388678349687703
25,0,Barbara Corcoran,-0.5275387176283624,-0.4347396271895515
25,1,Debbie Gibson,1.7835771816957489,1.702134736783194
25,2,Derek Fisher,0.7303120613069874,0.5976190918864451
25,3,Drew Scott,-0.8922749305383724,-1.0189750694183126
25,4,Frankie Muniz,1.5707987011803601,1.5448162274159887
25,5,Jordan Fisher,-0.14242496852025305,-0.27475962054813635
25,6,Lindsey Stirling,0.6331111454132387,0.8308524446353265
25,7,Nick Lachey,-2.756675428680256,-2.8576339247309974
25,8,Nikki Bella,3.0217233478379932,3.086190310826638
25,9,Sasha Pieterse,-0.28689025933252565,-0.2457396902005804
25,10,Terrell Owens,-0.31000071213388786,-0.30296616241584096
25,11,Vanessa Lachey,-0.5542341847133054,-0.592788504480416
25,12,Victoria Arlen,-2.2694832358873644,-2.252792966887122
26,0,Adam Rippon,0.2831504185793328,0.34586849889232746
26,1,Arike Ogunbowale,-0.3540285639043628,-0.17668940524231397
26,2,Chris Mazdzer,-2.8214684513562336,-2.7174752145782017
26,3,Jamie Anderson,1.3825595421681895,1.4136949081508765
26,4,Jennie Finch Daigle,0.3517300238949872,0.18252491768377777
26,5,Johnny Damon,2.50912818891565,2.478125406032834
26,6,Josh Norman,-0.9021646710770772,-0.7312476300369704
26,7,Kareem Abdul-Jabbar,-0.15673138220565183,-0.18624515485061352
26,8,Mirai Nagasu,-1.1653285502673485,-1.1769055060285774
26,9,Tonya Harding,0.8731534452525145,0.8291981533654882
27,0,Alexis Ren,3.1324605775731627,2.9285099346059216
27,1,Bobby Bones,-1.9723820270534838,-1.9481064145245477
27,2,Danelle Umstead,1.0351015341530632,0.9832177190899023
27,3,DeMarcus Ware,-0.10960776094520083,-0.04813055453706349
27,4,Evanna Lynch,-1.3388126107776848,-1.3549381278711325
27,5,Joe Amabile,-0.263567908117734,-0.17505416337053187
27,6,John Schneider,-0.27567625576090843,-0.19244897615216205
27,7,Juan Pablo Di Pace,0.2603956196611267,0.281398034319692
27,8,Mary Lou Retton,0.7891160575013614,0.6947266669030212
27,9,Milo Manheim,-0.36926657670020396,-0.4138507918014705
27,10,Nancy McKeon,-0.05662146275282829,0.04019528739695646
27,11,Nikki Glaser,-0.2554347075973992,-0.3434846351534392
27,12,Tinashe,-0.5757044791832706,-0.6077146582660155
28,0,Ally Brooke,1.4932723477192593,1.5202510758212333
28,1,Hannah Brown,0.13013302375489116,-0.04914789630118282
28,2,James Van Der Beek,0.46314746201298884,0.4440841912628176
28,3,Karamo Brown,-0.327696301808718,-0.3693334343864935
28,4,Kate Flannery,-1.4637374257973519,-1.3844854993770226
28,5,Kel Mitchell,0.23892261183331737,0.2063888580312026
28,6,Lamar Odom,-1.1024744421417778,-1.1680931054932018
28,7,Lauren Alaina,0.27173669373058884,0.10627842276180702
28,8,Mary Wilson,1.8013212904726021,1.8159755675960523
28,9,Ray Lewis,1.6667731360139606,1.7076153196918353
28,10,Sailor Brinkley-Cook,-1.5389197170463285,-1.6078742065490133
28,11,Sean Spicer,-1.6324786787434327,-1.6531152610992776
29,0,AJ McLean,-2.7373537897097378,-2.7256780479797915
29,1,Anne Heche,0.8365053787818224,0.9341659232362851
29,2,Carole Baskin,-2.1913829623695125,-2.2109862050945246
29,3,Charles Oakley,1.3441453859079608,1.3665473925948737
29,4,Chrishell Stause,0.16710956287894652,0.17975243100317073
29,5,Jeannie Mai,-0.15535719341725254,-0.11474696156242212
29,6,Jesse Metcalfe,-2.1753643907644884,-2.0231613775799167
29,7,Johnny Weir,1.1770267357351543,1.2778477450930459
29,8,Justina Machado,1.319364624183171,1.5121434800991485
29,9,Kaitlyn Bristowe,-0.7365213174962462,-0.9176013434239048
29,10,Monica Aldama,3.025715794641692,2.931166191961824
29,11,Nelly,0.9496013907352564,0.7831541076302245
29,12,Nev Schulman,-1.6558975967722933,-1.6342145149526233
29,13,Skai Jackson,0.19686101794742897,0.15354687826463592
29,14,Veron Davis,0.6355473597180991,0.5720334800810946
30,0,Amanda Kloots,-1.1117864800620052,-0.9309740337414547
30,1,Brian Austin Green,-1.0700475591272922,-1.0781641802239879
30,2,Christine Chiu,-0.29615085572853994,-0.28616144960992135
30,3,Cody Rigsby,0.7913240599452127,0.8017435143709306
30,4,Iman Shumpert,0.20420568918963852,0.10844535620093662
30,5,Jimmie Allen,0.5623537031639383,0.47972836225191606
30,6,JoJo Siwa,-2.73091306791763,-2.782520642503153
30,7,Kenya Moore,1.5597311968917542,1.5633509525211204
30,8,Martin Kove,1.3441616128427891,1.4127609967201824
30,9,Matt James,0.3739966241925855,0.4003838344617463
30,10,Melanie C,-0.13801958435667813,-0.10073122697607603
30,11,Melora Hardin,2.2110409548024164,2.237547734477979
30,12,"Mike ""The Miz"" Mizanin",-1.077276984919374,-1.098581526682143
30,13,Olivia Jade,-2.4769772706702615,-2.489430030020242
30,14,Suni Lee,1.8543579617534458,1.8440836074962497
31,0,Charli D'Amelio,-0.5003030980904197,-0.43123626636292567
31,1,Cheryl Ladd,-0.7161676995105952,-0.7828218851816771
31,2,Daniel Durant,0.3422211439212034,0.43385759673644697
31,3,Gabby Windey,-1.1755143996661197,-1.2717863071068696
31,4,Heidi D'Amelio,-1.0753910161748241,-1.1012194544841156
31,5,Jason Lewis,-0.13969740932780303,-0.220590416911254
31,6,Jessie James Decker,-0.4397974519013763,-0.31958913458023264
31,7,Jordin Sparks,1.1629513633639554,1.2840820882232065
31,8,Joseph Baena,0.20709684914104765,0.3308554764601737
31,9,Sam Champion,-0.21575012097085514,-0.12146492189595179
31,10,Selma Blair,1.1393041978597824,1.1708605348871926
31,11,Shangela,0.9551228336820705,0.8366684632122747
31,12,Teresa Giudice,-0.8633185747711277,-0.9235376949731364
31,13,Trevor Donovan,0.5277843372864116,0.5935586050195856
31,14,Vinny Guadagnino,1.4355207350389305,1.387378757396549
31,15,Wayne Brady,-0.6440616898802811,-0.9693345149317438
32,0,Adrian Peterson,-0.2807782030764277,0.0039967654486855325
32,1,Alyson Hannigan,0.6043979756958626,0.6315603843414705
32,2,Ariana Madix,1.8911048293131418,1.7846890934162642
32,3,Barry Williams,-1.7704003516821143,-1.7720734802875366
32,4,Charity Lawson,0.13345509119313217,0.21747246032381046
32,5,Harry Jowsey,0.6209810794123809,0.6695116984323899
32,6,Jamie Lynn Spears,-1.0054439667141009,-0.9872933909347616
32,7,Jason Mraz,1.6857798991562198,1.9761342299199516
32,8,Lele Pons,0.6148682305757956,0.6412044666507659
32,9,Matt Walsh,-2.109599432431568,-2.09039660583879
32,10,Mauricio Umansky,0.9211637245419823,0.931688777134581
32,11,Mira Sorvino,-1.175144019192229,-1.1749241614114434
32,12,Tyson Beckford,0.7903566283716945,0.8581473779548041
32,13,Xochitl Gomez,-0.9207414851637704,-1.060909050969567
33,0,Anna Delvey,-1.063072078084197,-1.0385739067016417
33,1,Brooks Nader,0.030548111691099982,0.07755364408340687
33,2,Chandler Kinney,-0.4371441854787504,-0.3993547337158013
33,3,Danny Amendola,-1.8447050251412893,-1.9010687990344208
33,4,Dwight Howard ,2.5043974290328963,2.573855796509143
33,5,Eric Roberts,-2.1505575048461933,-2.3346356231651457
33,6,Ilona Maher,0.20505238971923584,0.278935073924258
33,7,Jenn Tran,0.9258555453122591,0.9963663446598656
33,8,Joey Graziadei,1.0039326126116168,1.0703569853783534
33,9,Phaedra Parks,-0.540492162481038,-0.5232628117760678
33,10,Reginald VelJohnson,0.6001358780711784,0.7386570871965086
33,11,Stephen Nedoroscik,0.6198459412903159,0.6412065784908039
33,12,Tori Spelling,0.14620304830286526,0.08883808496413304
34,0,Alix Earle,-0.2806238270758,-0.4806788706485297
34,1,Andy Richter,-3.769174842759451,-3.716749929423508
34,2,Baron Davis,-0.30829989881623504,-0.394545765238712
34,3,Corey Feldman,-1.168914051620259,-0.8977745268497114
34,4,Danielle Fishel,-0.7608508348836894,-0.8124843986549333
34,5,Dylan Efron,0.4706576209292961,0.5015397603741198
34,6,Elaine Hendrix,2.480028495563433,2.530584899086999
34,7,Hilaria Baldwin,-0.24038725576236314,-0.26307316816755627
34,8,Jen Affleck,2.1813398719815456,2.22861928613841
34,9,Jordan Chiles,1.07007182108337,1.1146601081352783
34,10,Lauren Jauregui,0.15614982146881254,0.4249033564159551
34,11,Robert Irwin,1.382177069795995,1.5092316131367856
34,12,Scott Hoying,-0.3144610580947582,-0.2800043796976908
34,13,Whitney Leavitt,-0.8977129318098969,-0.8230107338789785
