season,week,mechanism,rule,observed_eliminated_name,pred_elim_prob_observed,top1_pred_name,top1_prob,top2_pred_name,top2_prob,top3_pred_name,top3_prob,is_observed_in_top2,notes
6,7,direct,percent,Shannon Elizabeth,0.1923348195563275,Cristian de la Fuente,0.43961615676551197,Mario,0.2145980123301787,Shannon Elizabeth,0.1923348195563275,False,
6,8,direct,percent,Mario,0.3015721861096667,Marissa Jaret Winokur,0.4144209882736478,Mario,0.3015721861096667,Jason Taylor,0.17900023039563684,True,
6,9,direct,percent,Marissa Jaret Winokur,0.7010554413494512,Marissa Jaret Winokur,0.7010554413494512,Jason Taylor,0.1424656676157954,Kristi Yamaguchi,0.0814312217454912,True,
6,10,direct,percent,,,Cristian de la Fuente,0.8495888641936613,Jason Taylor,0.1025764702683702,Kristi Yamaguchi,0.04783466553796857,False,
7,1,direct,percent,Jeffrey Ross,0.3526475040156059,Jeffrey Ross,0.3526475040156059,Cloris Leachman,0.12016570298069325,Rocco DiSpirito,0.09363901872337042,True,
7,3,direct,percent,,,Cloris Leachman,0.43596243212882446,Rocco DiSpirito,0.14841461416964302,Susan Lucci,0.11501952204262157,False,
7,4,direct,percent,Rocco DiSpirito,0.38408513088547147,Rocco DiSpirito,0.38408513088547147,Maurice Greene,0.21843818577359092,Toni Braxton,0.10190303826551685,True,
7,5,direct,percent,Toni Braxton,0.20784238369514837,Cloris Leachman,0.24165915029573792,Susan Lucci,0.228044086114768,Toni Braxton,0.20784238369514837,False,
7,6,direct,percent,Cloris Leachman,0.7431190189359186,Cloris Leachman,0.7431190189359186,Maurice Greene,0.12128578243244491,Susan Lucci,0.05782819957980855,True,
7,7,direct,percent,Susan Lucci,0.16462871891390338,Cody Linley,0.35289987131963996,Warren Sapp,0.3067792350632501,Susan Lucci,0.16462871891390338,False,
7,8,direct,percent,Maurice Greene,0.45933180087578673,Maurice Greene,0.45933180087578673,Cody Linley,0.37533549042480535,Lance Bass,0.11703734132526614,True,
7,9,direct,percent,Cody Linley,0.6728516311510464,Cody Linley,0.6728516311510464,Brooke Burke,0.18461302099720686,Warren Sapp,0.13628639769561532,True,
7,10,direct,percent,,,Lance Bass,0.5039110965186288,Warren Sapp,0.40765718301982834,Brooke Burke,0.08843172046154311,False,
8,1,direct,percent,,,Steve Wozniak,0.2493720034096556,Ty Murray,0.15154376168913727,Belinda Carlisle,0.09331143980812563,False,
8,2,direct,percent,Belinda Carlisle,0.10490602677931045,Steve-O,0.2229335481675577,Steve Wozniak,0.12984380570547674,David Alan Grier,0.12657071984608495,False,
8,3,direct,percent,Denise Richards,0.1636370590412542,Steve Wozniak,0.45473521159399133,Denise Richards,0.1636370590412542,Steve-O,0.1312666160464115,True,
8,4,direct,percent,Holly Madison,0.1818593876799489,Steve Wozniak,0.42548860598597166,Steve-O,0.18231672511781252,Holly Madison,0.1818593876799489,False,
8,5,direct,percent,David Alan Grier,0.1278937536650129,Steve-O,0.35763920524514525,Lawrence Taylor,0.17697970937651064,David Alan Grier,0.1278937536650129,False,
8,6,direct,percent,Steve-O,0.5325805198413156,Steve-O,0.5325805198413156,Ty Murray,0.24446457315174602,Chuck Wicks,0.08876926544851041,True,
8,7,direct,percent,Lawrence Taylor,0.5308725716100561,Lawrence Taylor,0.5308725716100561,Ty Murray,0.15711456516564667,Lil' Kim,0.12533500885888943,True,
8,8,direct,percent,Chuck Wicks,0.27978335180337205,Melissa Rycroft,0.41641692898101895,Chuck Wicks,0.27978335180337205,Ty Murray,0.0973354623162509,True,
8,9,direct,percent,Lil' Kim,0.2577420530014187,Ty Murray,0.6439517002291354,Lil' Kim,0.2577420530014187,Gilles Marini,0.044924483170508726,True,
8,10,direct,percent,Ty Murray,0.8299779060602541,Ty Murray,0.8299779060602541,Melissa Rycroft,0.07888793480697354,Shawn Johnson,0.06765495489289636,True,
8,11,direct,percent,,,Melissa Rycroft,0.5063458336483014,Gilles Marini,0.4374570743043315,Shawn Johnson,0.05619709204736677,False,
9,1,direct,percent,Ashley Hamiliton,0.13748793108772023,Ashley Hamiliton,0.13748793108772023,Macy Gray,0.1319292769977716,Michael Irvin,0.11906369190646135,True,
9,2,direct,percent,Kathy Ireland,0.1030943673277381,Tom DeLay,0.12168054824027676,Chuck Liddell,0.11062638213432749,Kathy Ireland,0.1030943673277381,False,
9,4,direct,percent,Chuck Liddell,0.2095051224561706,Louie Vito,0.22742352703176338,Michael Irvin,0.21839029447822145,Chuck Liddell,0.2095051224561706,False,
9,5,direct,percent,Natalie Coughlin,0.21032477849708828,Natalie Coughlin,0.21032477849708828,Michael Irvin,0.19643343657328047,Louie Vito,0.1547936556848223,True,
9,6,direct,percent,Louie Vito,0.21867838962855404,Michael Irvin,0.32393891256037516,Louie Vito,0.21867838962855404,Melissa Joan Hart,0.21839485025358674,True,
9,7,direct,percent,Mark Dacascos,0.5068734900377165,Mark Dacascos,0.5068734900377165,Michael Irvin,0.21249920161235658,Mya,0.08801516286051492,True,
9,8,direct,percent,Aaron Carter,0.4499168217478946,Aaron Carter,0.4499168217478946,Joanna Krupa,0.2229537299934241,Kelly Osbourne,0.17876660068791278,True,
9,9,direct,percent,Joanna Krupa,0.2721798016642736,Donny Osmond,0.3913921892110719,Kelly Osbourne,0.3211601112086566,Joanna Krupa,0.2721798016642736,False,
9,10,direct,percent,,,Kelly Osbourne,0.8943708716974018,Mya,0.08734339887889635,Donny Osmond,0.018285729423701276,False,
10,1,direct,percent,,,Buzz Aldrin,0.2582625051498991,Aiden Turner,0.2068515351871195,Kate Gosselin,0.15326147986923533,False,
10,2,direct,percent,Shannen Doherty,0.06412331783413983,Buzz Aldrin,0.39187318980010444,Kate Gosselin,0.19389766568088698,Chad Ochocinco,0.13236293064716426,False,
10,3,direct,percent,Buzz Aldrin,0.4404231212344523,Buzz Aldrin,0.4404231212344523,Kate Gosselin,0.27056646947984875,Aiden Turner,0.06148560002641448,True,
10,4,direct,percent,Aiden Turner,0.2700285810171588,Kate Gosselin,0.3176083636657165,Aiden Turner,0.2700285810171588,Niecy Nash,0.12978480150049465,True,
10,5,direct,percent,Kate Gosselin,0.5166460164511606,Kate Gosselin,0.5166460164511606,Chad Ochocinco,0.1687718247720627,Niecy Nash,0.14938051280951292,True,
10,6,direct,percent,Jake Pavelka,0.42423874845279735,Jake Pavelka,0.42423874845279735,Niecy Nash,0.23995207503317614,Evan Lysacek,0.15632547093906116,True,
10,7,direct,percent,Pamela Anderson,0.2589502009935906,Niecy Nash,0.36689538726564436,Pamela Anderson,0.2589502009935906,Erin Andrews,0.15251772144315423,True,
10,8,direct,percent,Niecy Nash,0.5301979799746104,Niecy Nash,0.5301979799746104,Chad Ochocinco,0.3780309566933756,Erin Andrews,0.04140758400377485,True,
10,9,direct,percent,Chad Ochocinco,0.7631394825996396,Chad Ochocinco,0.7631394825996396,Erin Andrews,0.13823611927515525,Nicole Scherzinger,0.05323107922540015,True,
10,10,direct,percent,,,Evan Lysacek,0.5121445710993767,Erin Andrews,0.41031222232635256,Nicole Scherzinger,0.07754320657427137,False,
11,1,direct,percent,David Hasselhoff,0.2053559084931402,David Hasselhoff,0.2053559084931402,Margaret Cho,0.17441169173636767,The Situation,0.17132475995976879,True,
11,2,direct,percent,Michael Bolton,0.5282824554546675,Michael Bolton,0.5282824554546675,Margaret Cho,0.09761228569146391,The Situation,0.09623501596495616,True,
11,3,direct,percent,Margaret Cho,0.3026999923765197,Margaret Cho,0.3026999923765197,Florence Henderson,0.17503050362202963,The Situation,0.15952968559101288,True,
11,4,direct,percent,The Situation,0.42826016768859265,The Situation,0.42826016768859265,Florence Henderson,0.15667541799570722,Kurt Warner,0.13798660820896028,True,
11,5,direct,percent,Florence Henderson,0.22955918487003252,Bristol Palin,0.29542323794605213,Florence Henderson,0.22955918487003252,Kyle Massey,0.15910798814996077,True,
11,6,direct,percent,Audrina Patridge,0.05794577266580488,Kurt Warner,0.6866482823513058,Rick Fox,0.08595324975835286,Jennifer Grey,0.06747396465501228,False,
11,7,direct,percent,Rick Fox,0.2660158434906661,Rick Fox,0.2660158434906661,Bristol Palin,0.2526656551102697,Kyle Massey,0.17951762937985677,True,
11,8,direct,percent,Kurt Warner,0.5348091797214398,Kurt Warner,0.5348091797214398,Bristol Palin,0.3142993871925987,Brandy,0.08154637708911504,True,
11,9,direct,percent,Brandy,0.43481925610019945,Bristol Palin,0.4414668494217325,Brandy,0.43481925610019945,Kyle Massey,0.0697665832031219,True,
11,10,direct,percent,,,Bristol Palin,0.6742115335314469,Kyle Massey,0.2708108402379888,Jennifer Grey,0.054977626230564826,False,
12,1,direct,percent,,,Mike Catherwood,0.35827245454210066,Wendy Williams,0.22738153381712883,Sugar Ray Leonard,0.10313872787939715,False,
12,2,direct,percent,Mike Catherwood,0.1987981165457791,Mike Catherwood,0.1987981165457791,Sugar Ray Leonard,0.18399380375346044,Wendy Williams,0.1658933408373593,True,
12,3,direct,percent,Wendy Williams,0.47189569323462033,Wendy Williams,0.47189569323462033,Sugar Ray Leonard,0.11842420346233205,Romeo,0.10396666431892723,True,
12,4,direct,percent,Sugar Ray Leonard,0.17473711381217136,Kendra Wilkinson,0.42923105550370777,Sugar Ray Leonard,0.17473711381217136,Chris Jericho,0.09336143106202403,True,
12,5,direct,percent,Petra Nemcova,0.27820162702670503,Petra Nemcova,0.27820162702670503,Kendra Wilkinson,0.25258839543526573,Ralph Macchio,0.1767035332332107,True,
12,6,direct,percent,Chris Jericho,0.5743409521709114,Chris Jericho,0.5743409521709114,Ralph Macchio,0.13785931913083524,Kendra Wilkinson,0.13161551235353064,True,
12,7,direct,percent,Kendra Wilkinson,0.27585035710018246,Romeo,0.35519197383392487,Kendra Wilkinson,0.27585035710018246,Kirstie Alley,0.20836173643952197,True,
12,8,direct,percent,Romeo,0.18313491153775865,Ralph Macchio,0.6431673392077543,Romeo,0.18313491153775865,Hines Ward,0.07374485265498991,True,
12,9,direct,percent,Ralph Macchio,0.7391079119193618,Ralph Macchio,0.7391079119193618,Kirstie Alley,0.17862907448718354,Hines Ward,0.07949364021564398,True,
12,10,direct,percent,,,Kirstie Alley,0.7016363492268192,Hines Ward,0.19288596452961906,Chelsea Kane,0.10547768624356076,False,
13,1,direct,percent,Metta World Peace (Ron),0.2121581893111059,Metta World Peace (Ron),0.2121581893111059,Elisabetta Canalis,0.1905937625519845,Rob Kardashian,0.10394778139933347,True,
13,2,direct,percent,Elisabetta Canalis,0.07168556987943847,Chaz Bono,0.21582040809215775,Carson Kressley,0.18079368652996017,David Arquette,0.17213918148219376,False,
13,3,direct,percent,Kristin Cavallari,0.08296620761094961,Chaz Bono,0.3922194014641782,Nancy Grace,0.13985637197009398,Carson Kressley,0.10483181716211862,False,
13,4,direct,percent,Chynna Phillips,0.18198656179527115,Carson Kressley,0.2779083686078635,Chynna Phillips,0.18198656179527115,Chaz Bono,0.16422417286363547,True,
13,5,direct,percent,Carson Kressley,0.4864337781908341,Carson Kressley,0.4864337781908341,Chaz Bono,0.192214572203975,Nancy Grace,0.1103841269044232,True,
13,6,direct,percent,Chaz Bono,0.4150784882268953,Chaz Bono,0.4150784882268953,Hope Solo,0.2755870453668239,Rob Kardashian,0.12248802524732828,True,
13,7,direct,percent,David Arquette,0.27691082455533217,Nancy Grace,0.43324744228081924,David Arquette,0.27691082455533217,J.R. Martinez,0.12873377600897096,True,
13,8,direct,percent,Nancy Grace,0.6715107696983839,Nancy Grace,0.6715107696983839,Rob Kardashian,0.11801379194362273,Ricki Lake,0.10294294718465972,True,
13,9,direct,percent,Hope Solo,0.8429681652677479,Hope Solo,0.8429681652677479,J.R. Martinez,0.1283138187920264,Rob Kardashian,0.017824850203302985,True,
13,10,direct,percent,,,Ricki Lake,0.6689612507917404,J.R. Martinez,0.2216652756179611,Rob Kardashian,0.10937347359029878,False,
14,1,direct,percent,,,Martina Navratilova,0.16882515393014644,Gavin DeGraw,0.16769706834523124,Maria Menounos,0.12595784647875558,False,
14,2,direct,percent,Martina Navratilova,0.288049268730359,Martina Navratilova,0.288049268730359,Gladys Knight,0.14891298788933013,Gavin DeGraw,0.10529919292663832,True,
14,3,direct,percent,Jack Wagner,0.1218843414958537,Gavin DeGraw,0.1494562560405771,Sherri Sheperd,0.1401148655522386,Gladys Knight,0.12584961767881475,False,
14,4,direct,percent,Sherri Sheperd,0.18870528227455707,Gladys Knight,0.2308148853608619,Sherri Sheperd,0.18870528227455707,Jaleel White,0.14271531534574633,True,
14,5,direct,percent,Gavin DeGraw,0.4331810803841205,Gavin DeGraw,0.4331810803841205,Melissa Gilbert,0.16680032406151174,Gladys Knight,0.15324349870649046,True,
14,6,direct,percent,Gladys Knight,0.47194685695808003,Gladys Knight,0.47194685695808003,Roshon Fegan,0.22033941099841664,Maria Menounos,0.141487443233432,True,
14,7,direct,percent,Jaleel White,0.22045295231866854,Melissa Gilbert,0.3871548921792936,Jaleel White,0.22045295231866854,Roshon Fegan,0.173552860567888,True,
14,8,direct,percent,Melissa Gilbert,0.38602758835184126,Melissa Gilbert,0.38602758835184126,Maria Menounos,0.3365136823315159,Roshon Fegan,0.11797962030952233,True,
14,9,direct,percent,Maria Menounos,0.18758192197134244,Katherine Jenkins,0.3986454464845512,Donald Driver,0.24369276569167828,Maria Menounos,0.18758192197134244,False,
14,10,direct,percent,,,William Levy,0.572759585491301,Donald Driver,0.3622227439324568,Katherine Jenkins,0.06501767057624211,False,
15,1,direct,percent,Pamela Anderson,0.2554738976315509,Pamela Anderson,0.2554738976315509,Kirstie Alley,0.11650282455956525,Bristol Palin,0.09883536639494193,True,
15,2,direct,percent,Joey Fatone,0.09509428536841055,Bristol Palin,0.26373061255229535,Kirstie Alley,0.11786254775351301,Drew Lachey,0.09903616934391285,False,
15,3,direct,percent,Drew Lachey,0.15726366242082704,Bristol Palin,0.20082881133660116,Drew Lachey,0.15726366242082704,Kirstie Alley,0.12070388337825237,True,
15,4,direct,percent,Bristol Palin,0.19923403990143482,Kirstie Alley,0.3297218565717039,Bristol Palin,0.19923403990143482,Apolo Anton Ohno,0.11555408934870863,True,
15,5,direct,percent,,,Kirstie Alley,0.25446731285571117,Kelly Monaco,0.18515552626021722,Gilles Marini,0.13630522409736018,False,
15,6,direct,percent,Sabrina Bryan,0.05853841940360626,Emmitt Smith,0.2611625486623231,Gilles Marini,0.22555759027307776,Kirstie Alley,0.15227672887427982,False,
15,7,direct,percent,,,Kirstie Alley,0.5339138775587253,Gilles Marini,0.17915611079731947,Apolo Anton Ohno,0.13197003608904428,False,
15,8,direct,percent,Gilles Marini,0.1197420687505087,Kirstie Alley,0.4757605256790954,Shawn Johnson,0.14184703642798538,Gilles Marini,0.1197420687505087,False,
15,9,direct,percent,Apolo Anton Ohno,0.13235259191137308,Emmitt Smith,0.5284318929949625,Kelly Monaco,0.19678638408367258,Apolo Anton Ohno,0.13235259191137308,False,
15,10,direct,percent,,,Shawn Johnson,0.7595474776690737,Kelly Monaco,0.1501469031693777,Melissa Rycroft,0.09030561916154871,False,
16,1,direct,percent,,,D. L. Hughley,0.4049728101035546,Victor Ortiz,0.09474005001993108,Andy Dick,0.09345457485452328,False,
16,3,direct,percent,Wynonna Judd,0.3066530363095966,Wynonna Judd,0.3066530363095966,D. L. Hughley,0.232251401844243,Andy Dick,0.128699082372536,True,
16,4,direct,percent,Lisa Vanderpump,0.2717699260390051,Victor Ortiz,0.2915344449441761,Lisa Vanderpump,0.2717699260390051,Sean Lowe,0.13098093168208885,True,
16,5,direct,percent,D. L. Hughley,0.2975525822013771,D. L. Hughley,0.2975525822013771,Andy Dick,0.27509869862349223,Victor Ortiz,0.16782938616485718,True,
16,6,direct,percent,Victor Ortiz,0.4507271635134158,Victor Ortiz,0.4507271635134158,Andy Dick,0.16808375853074353,Sean Lowe,0.10800936640814235,True,
16,7,direct,percent,Andy Dick,0.7679920699099146,Andy Dick,0.7679920699099146,Sean Lowe,0.10210276462895321,Ingo Rademacher,0.06555727618711782,True,
16,8,direct,percent,Sean Lowe,0.6931857171417979,Sean Lowe,0.6931857171417979,Ingo Rademacher,0.16326558439590544,Alexandra Raisman,0.047103257005641705,True,
16,9,direct,percent,Ingo Rademacher,0.6103159905262121,Ingo Rademacher,0.6103159905262121,Zendaya,0.1891004598970293,Alexandra Raisman,0.10010910710139738,True,
16,10,direct,percent,Alexandra Raisman,0.44767749683118163,Alexandra Raisman,0.44767749683118163,Jacoby Jones,0.4158727284590231,Zendaya,0.07324612797052484,True,
17,1,direct,percent,,,Bill Nye,0.365180190031911,Keyshawn Johnson,0.17136811073549732,Bill Engvall,0.08888817457444417,False,
17,2,direct,percent,Keyshawn Johnson,0.1860250626771839,Bill Nye,0.24336299231712993,Keyshawn Johnson,0.1860250626771839,Valerie Harper,0.14390051722015415,True,
17,3,direct,percent,Bill Nye,0.34174315057219307,Bill Nye,0.34174315057219307,Valerie Harper,0.3297444196267438,Jack Osbourne,0.06171632719959531,True,
17,4,direct,percent,Valerie Harper,0.3753277231038487,Valerie Harper,0.3753277231038487,Brant Daugherty,0.1816120123734695,Bill Engvall,0.10025237036309022,True,
17,5,direct,percent,Christina Milian,0.05866925410986187,Leah Remini,0.38804678860919894,Bill Engvall,0.11672080045056632,Elizabeth Berkley Lauren,0.10151968748640777,False,
17,6,direct,percent,,,Bill Engvall,0.2934605158320865,Corbin Bleu,0.18573990792699477,Jack Osbourne,0.1533654860804907,False,
17,7,direct,percent,"Nicole ""Snooki"" Polizzi",0.1795169674164432,Bill Engvall,0.21494183713210685,Leah Remini,0.1870465789884939,"Nicole ""Snooki"" Polizzi",0.1795169674164432,False,
17,8,direct,percent,Brant Daugherty,0.17977266442949194,Elizabeth Berkley Lauren,0.3375883121781298,Bill Engvall,0.2564663073308737,Brant Daugherty,0.17977266442949194,False,
17,9,direct,percent,Elizabeth Berkley Lauren,0.06475487282301377,Bill Engvall,0.61314384140252,Amber Riley,0.1519605509036114,Leah Remini,0.08203995172634104,False,
17,10,direct,percent,Leah Remini,0.3878388338311931,Bill Engvall,0.45764294284948515,Leah Remini,0.3878388338311931,Jack Osbourne,0.08756119494229885,True,
17,11,direct,percent,Bill Engvall,0.6244922868352487,Bill Engvall,0.6244922868352487,Jack Osbourne,0.23859112087102874,Corbin Bleu,0.1049182690142332,True,
18,1,direct,percent,,,Billy Dee Williams,0.3376050331981066,Diana Nyad,0.16596068170080006,Sean Avery,0.10039362900095106,False,
18,3,direct,percent,,,Drew Carey,0.31828999964253085,NeNe Leakes,0.21862488065912683,Cody Simpson,0.10078206688060476,False,
18,4,direct,percent,,,Cody Simpson,0.20234236054584162,Danica McKellar,0.1703219486193678,Candace Cameron Bure,0.1671835747980757,False,
18,5,direct,percent,Cody Simpson,0.14402310334957216,Drew Carey,0.49726118424086,Cody Simpson,0.14402310334957216,NeNe Leakes,0.07078155970348937,True,
18,6,direct,percent,Drew Carey,0.30301931926164866,Drew Carey,0.30301931926164866,NeNe Leakes,0.19509904733852138,Danica McKellar,0.12214915135527253,True,
18,7,direct,percent,NeNe Leakes,0.36391971048768806,NeNe Leakes,0.36391971048768806,Charlie White,0.18213526500006205,James Maslow,0.1786088795966955,True,
18,8,direct,percent,Danica McKellar,0.21616664356653983,James Maslow,0.32182575574603867,Meryl Davis,0.2633652959917866,Danica McKellar,0.21616664356653983,False,
18,9,direct,percent,Charlie White,0.33979440047488646,Charlie White,0.33979440047488646,James Maslow,0.26110131118723706,Candace Cameron Bure,0.24850681573886427,True,
18,10,direct,percent,James Maslow,0.2559908887139689,Candace Cameron Bure,0.5438877962239491,James Maslow,0.2559908887139689,Amy Purdy,0.10341399788739811,True,
19,1,direct,percent,Lolo Jones,0.21020511197249736,Betsey Johnson,0.23341124294977103,Lolo Jones,0.21020511197249736,Antonio Sabato Jr.,0.10896401522817895,True,
