season,week,n_active,mechanism,rule_used_in_likelihood,notes,r_rank_percent_mean,r_rank_percent_median,r_rank_percent_q025,r_rank_percent_q975,r_rank_judge_mean,r_rank_judge_median,r_rank_judge_q025,r_rank_judge_q975,r_percent_judge_mean,r_percent_judge_median,r_percent_judge_q025,r_percent_judge_q975,r_rank_fan_mean,r_rank_fan_median,r_rank_fan_q025,r_rank_fan_q975,r_percent_fan_mean,r_percent_fan_median,r_percent_fan_q025,r_percent_fan_q975,bias_rank_mean,bias_rank_median,bias_rank_q025,bias_rank_q975,bias_percent_mean,bias_percent_median,bias_percent_q025,bias_percent_q975,elim_disagree_prob,top1_disagree_prob,most_likely_elim_rank_id,most_likely_elim_rank_name,most_likely_elim_rank_prob,most_likely_elim_percent_id,most_likely_elim_percent_name,most_likely_elim_percent_prob,observed_eliminated_id,observed_eliminated_name,prob_rank_method_matches_observed_elim,prob_percent_method_matches_observed_elim
2,5,6,direct,rank,,0.865345120587842,0.8451542547285166,0.6957252427829381,0.9856107606091623,0.696531825116012,0.6957252427829381,0.33806170189140666,0.9411239481143202,0.5580408163265306,0.4857142857142857,0.08571428571428572,0.8285714285714286,0.7850201149753275,0.8116794499134278,0.5161002296110788,0.9411239481143202,0.7758367346938777,0.8285714285714286,0.42857142857142855,1.0,0.08848828985931552,0.0,-0.07590772066300616,0.2910843597952812,0.21779591836734694,0.34285714285714286,-0.4000000000000001,0.6857142857142857,0.15142857142857144,0.002857142857142857,9,Tia Carrere,0.9714285714285714,9,Tia Carrere,0.84,9.0,Tia Carrere,0.9714285714285714,0.84
2,6,5,direct,rank,,0.9645334841685826,1.0,0.8207826816681233,1.0,0.68944175412239,0.6488856845230502,0.31622776601683794,0.9486832980505138,0.6816967127420119,0.7905694150420948,0.31622776601683794,0.9486832980505138,0.5941711907573551,0.6,0.4616902584383194,0.9,0.5768571428571428,0.6,0.3,0.9,-0.09527056336503494,-0.18719542608473078,-0.3486832980505138,0.4837722339831621,-0.10483956988486921,-0.1905694150420948,-0.4905694150420948,0.4837722339831621,0.002857142857142857,0.0,1,George Hamilton,1.0,1,George Hamilton,0.9971428571428571,1.0,George Hamilton,1.0,0.9971428571428571
2,7,4,direct,rank,,0.6529506976523851,0.6324555320336759,0.2,1.0,0.666050390944927,0.8888888888888888,0.21081851067789195,0.8888888888888888,0.6285403311210864,0.6324555320336759,0.10540925533894598,0.9486832980505138,0.43982186569048753,0.31622776601683794,0.31622776601683794,0.8408879069638879,0.2857142857142857,0.4,-0.2,0.8,-0.22622852525443915,-0.5726611228720508,-0.5726611228720508,0.38918148932210805,-0.3428260454068007,-0.3378647873726218,-1.1486832980505137,0.6945907446610541,0.39714285714285713,0.0,3,Jerry Rice,0.5714285714285714,3,Jerry Rice,0.72,5.0,Lisa Rinna,0.42857142857142855,0.06857142857142857
2,8,3,direct,rank,,0.5599285646254892,0.5,0.5,1.0,0.5233988842601924,0.5,0.5,0.8660254037844387,-0.58,-0.5,-1.0,0.5,0.5233988842601924,0.5,0.5,0.8660254037844387,0.9557142857142857,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.5357142857142858,1.5,0.0,2.0,0.54,0.4142857142857143,3,Jerry Rice,0.58,0,Drew Lachey,0.8942857142857142,,,,
3,1,11,direct,percent,,0.9595394385698669,0.9703897613415771,0.877256049471133,1.0,0.8738191208438512,0.8721461187214612,0.7113638258471795,0.9817351598173516,0.9237902261892922,0.9339431975353206,0.798065851845121,0.9840572227689233,0.8755534117858977,0.8812877264060406,0.7029101185248813,0.9749455818173591,0.7898701298701298,0.8181818181818182,0.5,0.9727272727272728,0.0017342909420466194,0.0023532316612118187,-0.0823712504767018,0.0965931829636398,-0.1339200963191622,-0.10664973840193837,-0.3792526199652811,0.05256089718425341,0.3628571428571429,0.17142857142857143,8,Tucker Carlson,0.5971428571428572,8,Tucker Carlson,0.9542857142857143,8.0,Tucker Carlson,0.5971428571428572,0.9542857142857143
3,2,10,direct,percent,,0.9711522089320621,0.9787279253249039,0.9024558013122742,1.0,0.8543095878489516,0.8731026756393483,0.6068373206571357,0.9662682041877619,0.8358439772458032,0.8431767132084291,0.5046751130152641,0.9601136296387952,0.8552019583658629,0.8787878787878788,0.6391163679620231,0.9644430626104717,0.8488311688311689,0.8666666666666667,0.6087878787878788,0.9878787878787879,0.0008923705169112247,-0.0020743250075514474,-0.15045717791315594,0.1279198903885602,0.012987191585365631,0.02236233159791068,-0.21990323960659428,0.25623616445864283,0.2,0.045714285714285714,2,Jerry Springer,0.6342857142857142,2,Jerry Springer,0.6828571428571428,7.0,Shanna Moakler,0.0,0.037142857142857144
3,3,9,direct,percent,,0.9611771144615016,0.9790880682441959,0.8067511745433772,1.0,0.8229087257756388,0.8656280532685529,0.5437584302281231,0.9530652303663865,0.8160886469299802,0.8393969001392028,0.6183994350244283,0.9530652303663865,0.8460991907794659,0.85,0.5690426379538917,0.9666666666666667,0.8234761904761906,0.85,0.41208333333333336,0.9833333333333333,0.023190465003827064,0.021398739452830773,-0.12583518799316007,0.19397899339634728,0.007387543546210203,0.03026810296694682,-0.3781908761707192,0.3625293759387146,0.22285714285714286,0.07142857142857142,0,Emmitt Smith,0.6257142857142857,0,Emmitt Smith,0.6457142857142857,1.0,Harry Hamlin,0.06285714285714286,0.15142857142857144
3,4,8,direct,percent,,0.9717343327701188,0.979085491126221,0.8916309815169777,1.0,0.8719546066486525,0.9020054122100718,0.6415221219189502,0.9694893700057866,0.8811680587244578,0.9027075674773932,0.614207108411983,0.9759000729485332,0.867323449254777,0.8795819141991807,0.5769586239647777,0.994029797388005,0.8259863945578232,0.8333333333333334,0.47619047619047616,1.0,-0.004631157393875508,0.001475166312091658,-0.09342064136970596,0.10379187116483413,-0.0551816641666346,-0.04556471033453613,-0.4021195894632037,0.17257225994411954,0.30857142857142855,0.18571428571428572,2,Jerry Springer,0.4742857142857143,6,Sara Evans,0.7085714285714285,9.0,Vivica A. Fox,0.03428571428571429,0.07714285714285714
3,6,5,direct,percent,,0.9550469515560287,0.9746794344808964,0.8207826816681233,1.0,0.9073152145259763,0.9,0.6668859288553503,1.0,0.886,0.9,0.6,1.0,0.9155230413426576,0.9,0.6668859288553503,1.0,0.8731428571428572,0.9,0.3725,1.0,0.008207826816681231,0.0,-0.09999999999999998,0.2051956704170308,-0.012857142857142852,0.0,-0.6,0.30000000000000004,0.05142857142857143,0.16,2,Jerry Springer,0.9457142857142857,2,Jerry Springer,0.9971428571428571,,,,
3,7,5,direct,percent,,0.9159552447133346,0.9,0.6668859288553503,1.0,0.8873991455741225,0.9473684210526315,0.5263157894736842,0.9746794344808964,0.7857528493612158,0.8207826816681233,0.41039134083406165,0.9746794344808964,0.884191372867249,0.9,0.6,1.0,0.9302857142857144,1.0,0.4,1.0,-0.0032077727068734216,0.025320565519103555,-0.2804824921972813,0.18181515354039213,0.14453286492449835,0.1792173183318767,-0.3014650297985548,0.5383097415616807,0.025714285714285714,0.26571428571428574,2,Jerry Springer,0.9457142857142857,2,Jerry Springer,0.9714285714285714,2.0,Jerry Springer,0.9457142857142857,0.9714285714285714
3,8,4,direct,percent,,0.9257142857142857,1.0,0.6,1.0,0.873692142109378,0.9486832980505138,0.31622776601683794,0.9486832980505138,0.75533260682879,0.9486832980505138,0.31622776601683794,0.9486832980505138,0.8868571428571428,1.0,0.6,1.0,0.9594285714285713,1.0,0.8,1.0,0.013165000747764962,0.05131670194948623,-0.3486832980505138,0.4837722339831621,0.20409596459978144,0.05131670194948623,-0.14868329805051372,0.683772233983162,0.15428571428571428,0.12,5,Monique Coleman,0.9114285714285715,5,Monique Coleman,0.7571428571428571,5.0,Monique Coleman,0.9114285714285715,0.7571428571428571
3,9,3,direct,percent,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,0.0,0.0,0,Emmitt Smith,0.4142857142857143,0,Emmitt Smith,0.4142857142857143,,,,
3,10,2,direct,percent,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,0.0,0.0,0,Emmitt Smith,0.5971428571428572,0,Emmitt Smith,0.5971428571428572,,,,
4,1,11,direct,percent,,0.9584276421650106,0.968046621751713,0.8785715839817774,0.9977246841962694,0.8652811139231803,0.8878741782052075,0.7101849257886241,0.9659918058093152,0.9191746184487222,0.9315165605535352,0.7625650275119625,0.9771791370512575,0.8599571773503192,0.8767214687562683,0.6833730713673078,0.9771791370512575,0.7636883116883115,0.8181818181818182,0.35454545454545455,0.9545454545454546,-0.005323936572861237,0.00039645897415396814,-0.1402330137667258,0.10150285653508186,-0.1554863067604105,-0.10420222707217242,-0.5631264530708331,0.0823527978511866,0.1657142857142857,0.1,1,Billy Ray Cyrus,0.48857142857142855,1,Billy Ray Cyrus,0.5428571428571428,,,,
4,2,11,direct,percent,,0.9676451366191418,0.9795014022931412,0.8964798620027409,1.0,0.8658060660394599,0.8800766169092491,0.6800181492094094,0.9588884151545373,0.8523215226991046,0.8674180613083575,0.6490478961429605,0.9513617446607793,0.8691055925283033,0.8909090909090909,0.7,0.9636363636363636,0.8576623376623378,0.8681818181818182,0.6727272727272727,0.9818181818181818,0.003299526488843459,0.0020929569629837275,-0.09935432654510823,0.10886324540155146,0.005340814963233098,0.003183709884675312,-0.19049958429133695,0.25116541107991075,0.15428571428571428,0.22,2,Clyde Drexler,0.6742857142857143,2,Clyde Drexler,0.7571428571428571,9.0,Paulina Porizkova,0.014285714285714285,0.022857142857142857
4,3,10,direct,percent,,0.9600010254936259,0.9665698144513026,0.8383905845832568,1.0,0.8181705861665745,0.8343597072450788,0.5852261886834985,0.9566355184455129,0.8097824633622877,0.8425994963791603,0.4480665367023768,0.9566355184455129,0.8250445281471945,0.8328305948416884,0.6349573403738275,0.9636363636363636,0.7926233766233766,0.8181818181818182,0.38727272727272727,0.9878787878787879,0.006873941980620154,0.007258994598866919,-0.12700925718877376,0.12184216469994519,-0.017159086738911172,0.010297587174479705,-0.5263324881424826,0.36701600107309085,0.16285714285714287,0.10571428571428572,2,Clyde Drexler,0.8485714285714285,2,Clyde Drexler,0.9428571428571428,10.0,Shandi Finnessey,0.011428571428571429,0.03142857142857143
4,4,9,direct,percent,,0.9558531103568018,0.9664206778384206,0.8,1.0,0.8804663130187058,0.91140051812009,0.6426887040815811,0.9664206778384206,0.9273556730472875,0.9412097036339401,0.8067511745433772,0.9916316520429012,0.8710099893955953,0.9,0.5760685462742146,0.9666666666666667,0.7821428571428571,0.8166666666666667,0.31666666666666665,0.9666666666666667,-0.009456323623110571,-0.007454421891645691,-0.1996028834865462,0.13700623581045962,-0.14521281590443028,-0.12902616494066083,-0.5248243359065807,0.07616021038099507,0.21142857142857144,0.22857142857142856,2,Clyde Drexler,0.62,2,Clyde Drexler,0.5314285714285715,8.0,Leeza Gibbons,0.24,0.33714285714285713
4,5,8,direct,percent,,0.9209937818052588,0.9341484842923421,0.773682323556399,0.994029797388005,0.8622630864812978,0.8971734604454378,0.6011500913792086,0.9700772721497398,0.9538095238095239,0.9761904761904762,0.8333333333333334,1.0,0.859347817376257,0.8916309815169777,0.6347419188140273,0.9700772721497398,0.6743537414965987,0.6904761904761905,0.20773809523809522,0.9523809523809523,-0.0029152691050408222,0.0,-0.1219875091185666,0.12852060331855497,-0.2794557823129251,-0.26190476190476186,-0.7857142857142857,0.023809523809523836,0.21142857142857144,0.1742857142857143,2,Clyde Drexler,0.7342857142857143,2,Clyde Drexler,0.9314285714285714,2.0,Clyde Drexler,0.7342857142857143,0.9314285714285714
4,6,7,direct,percent,,0.9550814177643773,0.9642857142857143,0.8785194651325225,1.0,0.874610195693157,0.9189562119494701,0.5946187253790689,0.9818181818181818,0.9030482304653028,0.9189562119494701,0.7387687194103584,0.9910312089651149,0.8665468308171482,0.8928571428571429,0.6666937223947136,0.9910312089651149,0.7928571428571428,0.8214285714285714,0.39285714285714285,1.0,-0.00806336487600857,0.009292003828421769,-0.18702658789376556,0.1196669889066454,-0.11019108760815999,-0.0968812149338254,-0.5080803198384161,0.17222837749827197,0.2571428571428571,0.18,6,John Ratzenberger,0.64,6,John Ratzenberger,0.8657142857142858,3.0,Heather Mills,0.1657142857142857,0.037142857142857144
4,7,6,direct,percent,,0.9206616918052284,0.9428571428571428,0.6571428571428571,1.0,0.8426974177444796,0.9090909090909091,0.5296408977028497,0.9710083124552245,0.8961860269067266,0.9710083124552245,0.6179143806533246,0.9710083124552245,0.8219783440614856,0.8857142857142857,0.29424494316824984,1.0,0.7080816326530612,0.8571428571428572,-0.08571428571428572,1.0,-0.020719073682993975,0.0038667251342207054,-0.3724217234984168,0.21459801588689564,-0.18810439425366537,-0.028151169598081616,-1.05672259816951,0.32370581687299343,0.3057142857142857,0.08285714285714285,1,Billy Ray Cyrus,0.6828571428571428,1,Billy Ray Cyrus,0.9142857142857143,6.0,John Ratzenberger,0.17142857142857143,0.08571428571428572
4,8,5,direct,percent,,0.9086238104060043,0.9486832980505138,0.5642880936468347,1.0,0.8690158550120278,0.9,0.4472135954999579,1.0,0.9337142857142859,1.0,0.7,1.0,0.8739742039835463,0.9,0.4472135954999579,1.0,0.6960000000000001,0.8,-0.3,1.0,0.004958348971518487,0.0,-0.20000000000000007,0.2051956704170308,-0.2377142857142857,-0.09999999999999998,-1.2,0.20000000000000007,0.22285714285714286,0.12857142857142856,1,Billy Ray Cyrus,0.7342857142857143,1,Billy Ray Cyrus,0.9342857142857143,1.0,Billy Ray Cyrus,0.7342857142857143,0.9342857142857143
4,9,4,direct,percent,,0.9184585684043298,1.0,0.8,1.0,0.8817778432438939,0.9486832980505138,0.6324555320336759,0.9486832980505138,0.7447916812948955,0.9486832980505138,-0.10540925533894598,0.9486832980505138,0.892744282690044,0.9486832980505138,0.6,1.0,0.9685714285714285,1.0,0.8,1.0,0.010966439446150217,0.05131670194948623,-0.14868329805051372,0.16754446796632416,0.2237797472765331,0.05131670194948623,-0.14868329805051372,1.105409255338946,0.06857142857142857,0.10857142857142857,4,Ian Ziering,0.8771428571428571,4,Ian Ziering,0.88,4.0,Ian Ziering,0.8771428571428571,0.88
4,10,3,direct,percent,,0.9309367482590715,1.0,0.8660254037844387,1.0,0.9237528402130945,1.0,0.5,1.0,0.7771428571428571,1.0,0.5,1.0,0.9237528402130945,1.0,0.5,1.0,0.9471428571428572,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.17,0.0,-0.5,0.5,0.09142857142857143,0.16857142857142857,7,Laila Ali,0.6914285714285714,7,Laila Ali,0.7657142857142857,,,,
5,1,12,direct,percent,,0.9768888535971215,0.986013986013986,0.9305169859355032,0.9982502173821434,0.8654538032439307,0.8972035839273084,0.6946412370396402,0.9514721097423332,0.895304355982153,0.9153655997962822,0.7713408139553196,0.9444248251866404,0.8663041329991883,0.8931712471313914,0.7390554240969552,0.9694172774831074,0.8138261738261738,0.8531468531468531,0.5269230769230769,0.986013986013986,0.0008503297552574662,0.001079301338296479,-0.06758095751494086,0.06067186522827068,-0.08147818215597902,-0.09127797203978727,-0.36301570065664196,0.15640207721566934,0.2714285714285714,0.14,6,Josie Maran,0.6485714285714286,6,Josie Maran,0.8742857142857143,6.0,Josie Maran,0.6485714285714286,0.8742857142857143
5,2,11,direct,percent,,0.984083838769631,0.9886130432447053,0.9376447536253156,1.0,0.9004355264880292,0.9184623601709494,0.7936788055913766,0.9439279633531363,0.9231697206958466,0.9343933374606804,0.8295124526436652,0.9534625892455922,0.9093714951552292,0.9132515299544463,0.8243875028539992,0.9818181818181818,0.8682337662337662,0.8909090909090909,0.6909090909090909,0.990909090909091,0.008935968667199853,0.010617491192318251,-0.05994242677345829,0.048533387939407535,-0.05493595446208036,-0.0248587115682245,-0.2339496206591336,0.08733821513351236,0.18,0.09142857142857143,11,Wayne Newton,0.6742857142857143,11,Wayne Newton,0.8542857142857143,0.0,Albert Reed,0.005714285714285714,0.0
5,3,10,direct,percent,,0.9616767910374451,0.9726488698881033,0.8909090909090909,0.9969650916353059,0.8636243140013327,0.880104160502229,0.7295927875524922,0.9539590550898286,0.8333469784287939,0.8493312877573959,0.6831577749352966,0.9125695412480278,0.8849535714778619,0.9130187815192359,0.731720919982925,0.9515151515151515,0.8794458874458875,0.9030303030303031,0.6484848484848484,0.9878787878787879,0.02132925747652926,0.03504735464928621,-0.06828994422723074,0.11449301285568902,0.04609890901709356,0.04138986617497398,-0.18853729017461407,0.23683275592813713,0.06,0.6542857142857142,11,Wayne Newton,0.66,11,Wayne Newton,0.72,11.0,Wayne Newton,0.66,0.72
5,4,9,direct,percent,,0.9216409497290314,0.9288784237188525,0.8171297189439173,0.9833333333333333,0.8008305208537612,0.8246883274537258,0.5266034641401188,0.9394501508629484,0.6657161031769884,0.6555622813752365,0.2760262237369417,0.9065736285860172,0.8194189960837177,0.8284591346681658,0.6975036196572948,0.9244023874976197,0.8780952380952382,0.9333333333333333,0.57875,1.0,0.018588475229956675,0.004982981824555366,-0.04610780026343786,0.22073027767402995,0.21237913491824978,0.21826777399097907,-0.2988401440957371,0.6043822480119307,0.12857142857142856,0.3514285714285714,8,Mark Cuban,0.7314285714285714,8,Mark Cuban,0.86,2.0,Floyd Mayweather Jr. ,0.26857142857142857,0.14
5,5,8,direct,percent,,0.9340036884958582,0.9581010095306072,0.7856954482445611,1.0,0.8100874225694201,0.8485004317396407,0.5643253715150958,0.9518763181059627,0.8624722386079091,0.9157291161525718,0.4940117600296769,0.9880235200593538,0.7843498611243097,0.8024095954818835,0.6386005678432408,0.9523809523809523,0.6894557823129251,0.7142857142857143,0.3333333333333333,0.9523809523809523,-0.025737561445110524,-0.04609083625775723,-0.178120069308226,0.18504418151335866,-0.17301645629498388,-0.2014434018668575,-0.6185429847726294,0.28181250857492496,0.014285714285714285,0.06,8,Mark Cuban,0.9685714285714285,8,Mark Cuban,0.9771428571428571,8.0,Mark Cuban,0.9685714285714285,0.9771428571428571
5,6,7,direct,percent,,0.9731318118332105,1.0,0.8829187134416477,1.0,0.8602475614921119,0.8727272727272727,0.6831216471145983,0.9454545454545454,0.8444615543197288,0.8468812149338254,0.5716448200803321,0.9910312089651149,0.898143912613275,0.9285714285714286,0.6830236848023958,0.9642857142857143,0.889591836734694,0.9285714285714286,0.6491071428571429,1.0,0.03789635112116335,0.046228939222197396,-0.09720442772736204,0.1174044993518889,0.04513028241496514,0.08152860724083488,-0.16960263753654348,0.34400846103910154,0.09714285714285714,0.14,4,Jane Seymour,0.9171428571428571,4,Jane Seymour,0.82,10.0,Sabrina Bryan,0.054285714285714284,0.13714285714285715
5,7,6,direct,percent,,0.956773523782908,0.9856107606091623,0.7944613465542745,1.0,0.8926954512152891,0.8823529411764706,0.7164977208318386,0.9856107606091623,0.8088634191688301,0.8406680016960503,0.3978678732164927,0.9856107606091623,0.9222464696067306,0.9276336570439175,0.7944613465542745,1.0,0.9608163265306123,0.9428571428571428,0.8857142857142857,1.0,0.029551018391441416,0.0442120375958478,-0.042954578250200104,0.18915479650895983,0.151952907361782,0.10218914116109257,0.014389239390837694,0.5660059696830513,0.08571428571428572,0.1457142857142857,1,Cameron Mathison,0.5657142857142857,4,Jane Seymour,0.5028571428571429,4.0,Jane Seymour,0.4342857142857143,0.5028571428571429
5,8,5,direct,percent,,0.9177388172109122,0.9486832980505138,0.6919756081437326,0.9746794344808964,0.7694280268719371,0.8207826816681233,0.5642880936468347,0.9746794344808964,0.5888571428571429,0.6,0.0,0.9274999999999978,0.8527534966119749,0.872081599272381,0.48946482107053785,0.9746794344808964,0.9237142857142859,0.9,0.7,1.0,0.08332546974003785,0.0,-0.20519567041703082,0.3077935056255463,0.3348571428571428,0.4,-0.027500000000000028,0.7,0.10571428571428572,0.20285714285714285,1,Cameron Mathison,0.5485714285714286,1,Cameron Mathison,0.5971428571428572,1.0,Cameron Mathison,0.5485714285714286,0.5971428571428572
5,9,4,direct,percent,,0.9111723587746087,0.9486832980505138,0.4,1.0,0.8580114178185693,0.8888888888888888,0.6324555320336759,0.9486832980505138,0.7487068822074848,0.9486832980505138,-0.31622776601683794,0.9486832980505138,0.7335910633029958,0.9486832980505138,0.31622776601683794,1.0,0.7491428571428572,1.0,0.2,1.0,-0.12442035451557339,0.05979440916162493,-0.5726611228720508,0.16754446796632416,0.0004359749353723024,0.05131670194948623,-0.7486832980505138,1.316227766016838,0.4142857142857143,0.08285714285714285,5,Jennie Garth,0.7542857142857143,7,Marie Osmond,0.6228571428571429,5.0,Jennie Garth,0.7542857142857143,0.3485714285714286
