season,week,contestant_id,celebrity_name,judge_total,p_mean,p_median,p_q025,p_q975,votes_est_mean,votes_est_q025,votes_est_q975
2,8,7,Stacy Keibler,28.6665,0.3617007891173137,0.3735966492835436,0.2974687405706934,0.3940433059904618,3617007.891173137,2974687.4057069337,3940433.0599046177
3,1,0,Emmitt Smith,24.0,0.10422861416916179,0.10115237398924096,0.08687974538894559,0.12903289322211406,1042286.1416916179,868797.4538894559,1290328.9322211405
3,1,1,Harry Hamlin,17.0,0.08026477904929456,0.08083857188503982,0.06471905414070933,0.09723165817774375,802647.7904929456,647190.5414070933,972316.5817774375
3,1,2,Jerry Springer,16.0,0.08464735059112972,0.08448354177513653,0.06497046273146737,0.10498990715102703,846473.5059112973,649704.6273146736,1049899.0715102702
3,1,3,Joey Lawrence,21.0,0.10072873787128034,0.09862448986955767,0.08029207143383266,0.12714113942242847,1007287.3787128034,802920.7143383266,1271411.3942242847
3,1,4,Mario Lopez,26.0,0.10672418486083982,0.10521462302386081,0.08780280225160834,0.1380446587937226,1067241.848608398,878028.0225160834,1380446.587937226
3,1,5,Monique Coleman,19.0,0.08723936930482162,0.0854483916499248,0.07074825921480782,0.10421525456426216,872393.6930482163,707482.5921480781,1042152.5456426216
3,1,6,Sara Evans,15.0,0.08703472672022901,0.08659882422172785,0.06466372598963059,0.10782667066576455,870347.2672022901,646637.2598963059,1078266.7066576455
3,1,7,Shanna Moakler,18.0,0.08330778751537955,0.0824920735354911,0.06498272096052274,0.11407273882117683,833077.8751537956,649827.2096052273,1140727.3882117684
3,1,8,Tucker Carlson,12.0,0.07798467369823946,0.07838745516989543,0.052977804619407994,0.09776379810066589,779846.7369823946,529778.0461940799,977637.9810066589
3,1,9,Vivica A. Fox,22.0,0.09287795846723312,0.09361223729799782,0.0724694318173143,0.10946841312497631,928779.5846723312,724694.318173143,1094684.131249763
3,1,10,Willa Ford,22.0,0.09496181775239099,0.0934446946138762,0.07956067515107183,0.11786911821039663,949618.1775239098,795606.7515107184,1178691.1821039664
3,2,0,Emmitt Smith,24.0,0.10722742561227062,0.10286937937129721,0.09057905351700414,0.13211220151809475,1072274.2561227062,905790.5351700414,1321122.0151809475
3,2,1,Harry Hamlin,21.0,0.08712642815829423,0.08785317718866176,0.06873987608274444,0.10502465412034917,871264.2815829423,687398.7608274444,1050246.5412034916
3,2,2,Jerry Springer,19.0,0.08871925063284399,0.089166701262542,0.06328808020313113,0.11201756021567849,887192.5063284398,632880.8020313113,1120175.6021567849
3,2,3,Joey Lawrence,29.0,0.12731129545810294,0.12119758921637896,0.10131908886582765,0.18944001105743355,1273112.9545810292,1013190.8886582765,1894400.1105743356
3,2,4,Mario Lopez,21.0,0.09725754764129867,0.09862597270439508,0.07450334688356787,0.11188877549876705,972575.4764129866,745033.4688356787,1118887.7549876706
3,2,5,Monique Coleman,26.0,0.10475913095574134,0.10315674654339824,0.0873038412807638,0.1295111200146896,1047591.3095574134,873038.412807638,1295111.2001468958
3,2,6,Sara Evans,21.0,0.09810796030828513,0.09815911917311862,0.07408774191171995,0.12135604442065541,981079.6030828513,740877.4191171995,1213560.4442065542
3,2,7,Shanna Moakler,22.0,0.09116824236121998,0.09014029179146933,0.07045731848828075,0.12550986649992374,911682.4236121998,704573.1848828075,1255098.6649992373
3,2,9,Vivica A. Fox,24.0,0.09950282263718241,0.09979416121111809,0.07532855899738197,0.11827017387343633,995028.226371824,753285.5899738197,1182701.7387343633
3,2,10,Willa Ford,23.0,0.09881989623476069,0.09808295968191638,0.08421498906098844,0.1229356770331865,988198.9623476069,842149.8906098844,1229356.770331865
3,3,0,Emmitt Smith,19.0,0.1027490017514723,0.10071683395216291,0.07837414584953717,0.12535302970775772,1027490.0175147229,783741.4584953717,1253530.297077577
3,3,1,Harry Hamlin,22.0,0.09901242317930022,0.09944236347693394,0.0816687454041913,0.11959758197647151,990124.2317930021,816687.454041913,1195975.8197647152
3,3,2,Jerry Springer,21.0,0.10333029082422059,0.10369294200998411,0.08161667350437384,0.12741836873692908,1033302.9082422059,816166.7350437384,1274183.6873692907
3,3,3,Joey Lawrence,22.0,0.11490091794864625,0.11370608082554137,0.09352879775928089,0.14115235992163697,1149009.1794864626,935287.9775928089,1411523.5992163697
3,3,4,Mario Lopez,22.0,0.11050618386474016,0.11231707504090732,0.08559118085800974,0.12624271778066143,1105061.8386474017,855911.8085800974,1262427.1778066142
3,3,5,Monique Coleman,27.0,0.12040472309856114,0.11842911074778392,0.10004852038440865,0.15243540614709847,1204047.2309856114,1000485.2038440865,1524354.0614709847
3,3,6,Sara Evans,25.0,0.12194586017158214,0.12259237043436846,0.09804476293800948,0.15397549296035296,1219458.6017158213,980447.6293800948,1539754.9296035296
3,3,9,Vivica A. Fox,27.0,0.12087813734405782,0.11990570221802016,0.09669177524970124,0.14933978680117188,1208781.373440578,966917.7524970124,1493397.8680117188
3,3,10,Willa Ford,22.0,0.10627246181741941,0.10599007341812011,0.08978728774040104,0.1303383980581089,1062724.6181741941,897872.8774040104,1303383.980581089
3,4,0,Emmitt Smith,24.0,0.12585745809116788,0.12226006946663201,0.10603859017799194,0.15265575904925724,1258574.5809116787,1060385.9017799194,1526557.5904925724
3,4,2,Jerry Springer,22.0,0.11330516063898931,0.1138970871717124,0.08658681633882269,0.1411535019745285,1133051.606389893,865868.1633882269,1411535.019745285
3,4,3,Joey Lawrence,27.0,0.14004642755559016,0.13783126732058484,0.11197201238128648,0.18120824291887153,1400464.2755559017,1119720.1238128648,1812082.4291887153
3,4,4,Mario Lopez,29.0,0.14197833138997265,0.1417469982619442,0.11718853394360211,0.17709311815804712,1419783.3138997266,1171885.3394360212,1770931.1815804713
3,4,5,Monique Coleman,24.0,0.11618256142953612,0.113909163336198,0.09379710208989182,0.1357456359901709,1161825.614295361,937971.0208989183,1357456.359901709
3,4,6,Sara Evans,20.0,0.11270188063897281,0.11334394802083014,0.07592838964303604,0.13942049344079868,1127018.806389728,759283.8964303604,1394204.934407987
3,4,9,Vivica A. Fox,24.0,0.11686187945745295,0.11662943397953622,0.08757490876915774,0.13886893752215496,1168618.7945745296,875749.0876915775,1388689.3752215495
3,4,10,Willa Ford,28.0,0.1330663007983181,0.13048512394456124,0.10922603309893901,0.16959583286213206,1330663.0079831812,1092260.3309893901,1695958.3286213207
3,5,0,Emmitt Smith,27.0,0.15599308386460672,0.15435544238286797,0.12959785474647093,0.18894016715361617,1559930.8386460673,1295978.5474647093,1889401.6715361616
3,5,2,Jerry Springer,24.0,0.1250561959585938,0.12706514209190484,0.09193549013686203,0.15557574940774124,1250561.959585938,919354.9013686203,1555757.4940774124
3,5,3,Joey Lawrence,25.0,0.14256476126558,0.1411853545348064,0.11372469048578883,0.17526115923104052,1425647.6126557998,1137246.9048578884,1752611.592310405
3,5,4,Mario Lopez,27.0,0.1536114894380574,0.15592168044042462,0.12521008537825137,0.1796735815864549,1536114.894380574,1252100.8537825136,1796735.815864549
3,5,5,Monique Coleman,27.0,0.14392243951554787,0.14318987170143774,0.11906935441182824,0.17739793191241374,1439224.3951554787,1190693.5441182824,1773979.3191241373
3,5,6,Sara Evans,24.0,0.13094703432573773,0.13191283240409357,0.09345091355683001,0.1590899224407204,1309470.3432573774,934509.1355683001,1590899.224407204
3,5,10,Willa Ford,27.0,0.14790499563187648,0.14597435251959012,0.12069023530670306,0.18407646903125702,1479049.9563187647,1206902.3530670307,1840764.6903125702
3,6,0,Emmitt Smith,25.0,0.21069072879903944,0.20897246128134556,0.1819545070202456,0.2577807037950405,2106907.2879903945,1819545.070202456,2577807.037950405
3,6,2,Jerry Springer,18.0,0.17000623111066124,0.17179052667356312,0.1200987726902878,0.20943571131809346,1700062.3111066124,1200987.7269028781,2094357.1131809347
3,6,3,Joey Lawrence,24.0,0.2108849822021067,0.21060382791949206,0.17381565322612835,0.2593319695638008,2108849.822021067,1738156.5322612836,2593319.695638008
3,6,4,Mario Lopez,28.0,0.2229288706982359,0.2253314948680686,0.1853733113469887,0.268992262326331,2229288.706982359,1853733.113469887,2689922.62326331
3,6,5,Monique Coleman,23.0,0.18548918718995672,0.18544206998170557,0.1487142933255517,0.21478424798938622,1854891.871899567,1487142.933255517,2147842.4798938623
3,7,0,Emmitt Smith,28.5,0.2154466634532049,0.2118194810495186,0.18456051963401363,0.2629442160755185,2154466.634532049,1845605.1963401362,2629442.160755185
3,7,2,Jerry Springer,23.0,0.16731558341383032,0.16992766659155334,0.11400793786916973,0.2071122661466838,1673155.8341383033,1140079.3786916973,2071122.6614668379
3,7,3,Joey Lawrence,28.5,0.22096983156377853,0.21917393896277182,0.18273450182434414,0.2784149657039426,2209698.3156377855,1827345.0182434414,2784149.657039426
3,7,4,Mario Lopez,28.0,0.2082728431761979,0.21205032255267242,0.1684393799884399,0.24240491184538818,2082728.4317619791,1684393.7998843992,2424049.1184538817
3,7,5,Monique Coleman,27.0,0.18799507839298835,0.18776172764546428,0.15242564164675385,0.21761698924392392,1879950.7839298835,1524256.4164675386,2176169.892439239
3,8,0,Emmitt Smith,27.0,0.24677693794612737,0.2470506037170777,0.2077657149505099,0.29762808539022984,2467769.3794612736,2077657.149505099,2976280.8539022985
3,8,3,Joey Lawrence,27.0,0.25261850028498894,0.2511212136038941,0.21038905780392314,0.30811034346823,2526185.0028498895,2103890.5780392312,3081103.4346823003
3,8,4,Mario Lopez,28.5,0.2838792670009334,0.28680813677127465,0.23794280449335647,0.34991775577184364,2838792.670009334,2379428.044933565,3499177.5577184362
3,8,5,Monique Coleman,26.5,0.2167252947679503,0.21993637932160012,0.15835209385607427,0.2543962164056362,2167252.947679503,1583520.9385607427,2543962.164056362
3,9,0,Emmitt Smith,29.5,0.3323616443682153,0.3307147032161383,0.2808957643616533,0.3930316886894986,3323616.4436821532,2808957.643616533,3930316.886894986
3,9,3,Joey Lawrence,29.5,0.34019207292889175,0.33684839777367925,0.2855275181291491,0.4009872150935602,3401920.7292889175,2855275.1812914913,4009872.1509356024
3,9,4,Mario Lopez,29.5,0.327446282702893,0.3339477899653627,0.264901141483246,0.3714336526584153,3274462.82702893,2649011.41483246,3714336.526584153
3,10,0,Emmitt Smith,29.666600000000003,0.5035567741211696,0.4953197228804992,0.45234527246045747,0.5807503125453025,5035567.7412116965,4523452.724604575,5807503.125453025
3,10,4,Mario Lopez,29.666600000000003,0.4964432258788304,0.5046802771195007,0.4192496874546973,0.5476547275395425,4964432.2587883035,4192496.874546973,5476547.275395425
4,1,0,Apolo Anton Ohno,21.0,0.10003905819582189,0.09681925904161118,0.08332361350091581,0.1318838391534833,1000390.5819582188,833236.1350091582,1318838.391534833
4,1,1,Billy Ray Cyrus,13.0,0.08464009042014645,0.08689203056407752,0.06153269412875723,0.10334539315164953,846400.9042014645,615326.9412875724,1033453.9315164953
4,1,2,Clyde Drexler,16.0,0.08426571099126948,0.08309114069053744,0.06229542253696294,0.10850721541364905,842657.1099126948,622954.2253696295,1085072.1541364905
4,1,3,Heather Mills,18.0,0.08475866618165964,0.08520123169194718,0.06531864266567909,0.10021804810352945,847586.6618165964,653186.4266567909,1002180.4810352945
4,1,4,Ian Ziering,21.0,0.09358602848376965,0.0947324148396039,0.07110765491309524,0.1139969607135455,935860.2848376965,711076.5491309525,1139969.607135455
4,1,5,Joey Fatone,24.0,0.10670076357841234,0.10374057188993671,0.08696547290667928,0.14856529971913054,1067007.6357841233,869654.7290667928,1485652.9971913055
4,1,6,John Ratzenberger,17.0,0.0882513314390942,0.09080413932579812,0.06487577861318712,0.10266893477286486,882513.314390942,648757.7861318712,1026689.3477286486
4,1,7,Laila Ali,23.0,0.10070320557084558,0.09976516471209661,0.0844732138542132,0.13917638819240788,1007032.0557084559,844732.1385421321,1391763.8819240788
4,1,8,Leeza Gibbons,15.0,0.07958137929663636,0.0801085688488867,0.05736149008983362,0.09806228286494516,795813.7929663636,573614.9008983362,980622.8286494516
4,1,9,Paulina Porizkova,19.0,0.08974113352017377,0.09035847453966231,0.07011912820170021,0.11293179508653156,897411.3352017377,701191.2820170021,1129317.9508653155
4,1,10,Shandi Finnessey,19.0,0.08773263232217067,0.08970664755397172,0.06800434833694535,0.10957298036720264,877326.3232217067,680043.4833694536,1095729.8036720264
4,2,0,Apolo Anton Ohno,26.0,0.10616240299801222,0.1017468413190851,0.08798798329841002,0.14934697347800865,1061624.029980122,879879.8329841002,1493469.7347800864
4,2,1,Billy Ray Cyrus,21.0,0.09303748886936168,0.09463486546532318,0.07616401774343493,0.11154622485329112,930374.8886936168,761640.1774343492,1115462.248532911
4,2,2,Clyde Drexler,18.0,0.07915070746805475,0.07899272088100212,0.054231927634682583,0.10081090093659237,791507.0746805475,542319.2763468259,1008109.0093659237
4,2,3,Heather Mills,24.0,0.09075281107601728,0.0905469193778661,0.0705209687198585,0.11024010335994724,907528.1107601728,705209.6871985849,1102401.0335994724
4,2,4,Ian Ziering,22.0,0.0878089959634103,0.0898431099823109,0.06623916424947243,0.1053202629761588,878089.959634103,662391.6424947244,1053202.629761588
4,2,5,Joey Fatone,24.0,0.09882567881810962,0.09546101901091732,0.07709924881979105,0.127632796759924,988256.7881810962,770992.4881979105,1276327.9675992401
4,2,6,John Ratzenberger,21.0,0.08846076288101953,0.09087116946114675,0.06536925492387428,0.10330432475777637,884607.6288101954,653692.5492387428,1033043.2475777637
4,2,7,Laila Ali,27.0,0.10494792998561406,0.10299043862217377,0.08654429364885656,0.15119396052920395,1049479.2998561405,865442.9364885656,1511939.6052920395
4,2,8,Leeza Gibbons,21.0,0.08356143388865951,0.08352261454931126,0.06556231069977381,0.10199625850327237,835614.3388865951,655623.1069977381,1019962.5850327237
4,2,9,Paulina Porizkova,21.0,0.08586133558065008,0.08684554883814793,0.06388130887196614,0.10934191793391414,858613.3558065008,638813.0887196613,1093419.1793391414
4,2,10,Shandi Finnessey,20.0,0.08143045247109094,0.08342102063680212,0.05792233032853463,0.09789436968825707,814304.5247109095,579223.3032853464,978943.6968825707
4,3,0,Apolo Anton Ohno,23.0,0.10815722757948441,0.10476184076281089,0.09002765401030151,0.13895664918528047,1081572.2757948441,900276.5401030151,1389566.4918528048
4,3,1,Billy Ray Cyrus,21.0,0.10365846592011178,0.10413326726781633,0.08496414030980684,0.12358281686883428,1036584.6592011178,849641.4030980684,1235828.168688343
4,3,2,Clyde Drexler,16.0,0.08265757266711052,0.08266528725597178,0.05431252517996435,0.10590919771482166,826575.7266711051,543125.2517996435,1059091.9771482167
4,3,3,Heather Mills,24.0,0.1016493677691718,0.10190899677513614,0.07881588251039863,0.12604555526476813,1016493.677691718,788158.8251039863,1260455.5526476812
4,3,4,Ian Ziering,24.0,0.10449563898670611,0.10499358080027019,0.07935978183712487,0.12841084211299428,1044956.389867061,793597.8183712488,1284108.4211299429
4,3,5,Joey Fatone,24.0,0.11066356424398062,0.10723201702626622,0.08690467879950013,0.1431011800285184,1106635.6424398061,869046.7879950013,1431011.800285184
4,3,6,John Ratzenberger,20.0,0.09563238728942096,0.09886872673380392,0.0690860765175783,0.1119783210503054,956323.8728942096,690860.765175783,1119783.210503054
4,3,7,Laila Ali,21.0,0.09725545799689898,0.09847704278754442,0.07778589299286758,0.11791133891229198,972554.5799689898,777858.9299286758,1179113.3891229199
4,3,8,Leeza Gibbons,24.0,0.10235729542823623,0.09990112691650431,0.08774426233133818,0.12592371222807008,1023572.9542823622,877442.6233133818,1259237.1222807008
