season,contestant_id,celebrity_name,mu_mean,mu_median,mu_q025,mu_q975,mu_rank
8,4,Gilles Marini,0.016936474838097515,0.017196005191556923,-1.7367258837242672,1.873087534638382,7
8,5,Holly Madison,0.04582800333929602,0.06332944719319561,-1.7097972354542468,1.7466314671639185,3
8,6,Lawrence Taylor,0.04509652082455437,0.06784193627423607,-1.8148631980967795,1.7498596106477946,4
8,7,Lil' Kim,-0.04486572635103747,-0.02891947188601987,-2.0010847837885546,1.7797020954866822,10
8,8,Melissa Rycroft,0.04804245673079422,0.058060836687662834,-1.8501921234501455,1.7048120154345978,2
8,9,Shawn Johnson,0.03450983339966971,0.025507396103665453,-1.8026243076076287,1.8388498216855809,5
8,10,Steve Wozniak,-0.016398857390377483,-0.010794262311414454,-1.8663648891490074,1.8845764484419019,9
8,11,Steve-O,-0.05335027423369965,-0.05202275710333247,-2.1624149115259073,1.8771266224482708,11
8,12,Ty Murray,0.08648433585676181,0.0964692277103897,-1.8055891271584619,1.8569915038375335,1
9,0,Aaron Carter,-0.06805596226330034,-0.009886385448501941,-2.169887957175064,1.7659181921204652,12
9,1,Ashley Hamiliton,0.04892985471132406,0.09782779014011231,-1.9778756365799952,1.730226955325191,6
9,2,Chuck Liddell,-0.09690239437847128,-0.08424877022223787,-2.1908029304974193,1.7705913713071098,15
9,3,Debi Mazar,-0.13961545625544286,-0.1249649914913141,-2.026751367186927,1.740645236540339,16
9,4,Donny Osmond,-0.022308322805587713,-0.033090318975925986,-1.8328842970089942,1.828677266813391,10
9,5,Joanna Krupa,0.019286180369234216,0.0007843558066787451,-1.8807545320185357,2.1187550320036426,9
9,6,Kathy Ireland,-0.046939887765278854,-0.03773961367147918,-1.9081334942433654,1.8565626199942658,11
9,7,Kelly Osbourne,0.02870752148845617,0.0368108636233761,-1.8828767080319155,1.9140302389179906,7
9,8,Louie Vito,0.06515222378934987,0.0780167183337333,-1.9277091321682949,2.0477114320173424,4
9,9,Macy Gray,0.02834884814448464,0.010645448325101194,-1.8962978266405572,1.8945208252155277,8
9,10,Mark Dacascos,0.0524837697523154,0.05512365618782395,-1.7419196436281712,2.060789391612075,5
9,11,Melissa Joan Hart,-0.0858121810743242,-0.031958646269821714,-2.011763498343227,1.7761957015768572,13
9,12,Michael Irvin,0.16441330544471508,0.15851156848343323,-1.6757100362762354,2.0174822708915947,1
9,13,Mya,0.07763546861495302,0.11689351165484435,-1.812104795023465,1.7848505239898196,2
9,14,Natalie Coughlin,0.06639715554228443,0.11271555061115371,-1.8587617510766952,1.9477340678581307,3
9,15,Tom DeLay,-0.09172012331471159,-0.10257091299021534,-1.7371552820039393,1.7405836403032635,14
10,0,Aiden Turner,-0.030624494229112575,-0.028535514853161234,-1.9636041855610964,2.0559282840697555,9
10,1,Buzz Aldrin,-0.015622556118569131,7.024143937189864e-05,-2.017003528322235,1.9315273794869934,8
10,2,Chad Ochocinco,0.016485280173607772,-0.002561567047091408,-1.9133106620593385,1.971655411316921,3
10,3,Erin Andrews,0.004607802433505531,0.004516310744709158,-1.9597647324490335,1.8639317511326488,7
10,4,Evan Lysacek,0.06041279421480224,0.04001074707070082,-1.7336620449473492,1.9579453376386335,2
10,5,Jake Pavelka,0.007750155809488683,-0.009814560428310798,-1.849957292477619,1.969830823551848,6
10,6,Kate Gosselin,-0.07337123782560422,-0.08447076709854696,-1.8303887352247221,1.7310318099871393,11
10,7,Nicole Scherzinger,0.08079305111468384,0.10374734102930357,-1.698235727757654,1.8205179115912404,1
10,8,Niecy Nash,0.010407911848466588,0.009547457721184167,-1.9074080815749532,1.9162439330341634,4
10,9,Pamela Anderson,0.008206312390680938,-0.04249026912836987,-1.6693523756940254,1.9831380796479665,5
10,10,Shannen Doherty,-0.06904501981194966,-0.0878039852640546,-1.8207101941154886,1.856797756074503,10
11,0,Audrina Patridge,0.07531248490054104,0.09783673478537697,-1.7628743179107556,1.8484110070288744,2
11,1,Brandy,0.09141173079396674,0.08139845823799105,-1.791565242759046,1.9663566689696366,1
11,2,Bristol Palin,-0.00763302220072621,-0.02949435144874779,-1.8680928487893613,1.9483873412622998,7
11,3,David Hasselhoff,-0.03623039462437669,-0.01819572959339706,-2.019054028432121,1.8921160947290097,10
11,4,Florence Henderson,-0.10678977192007753,-0.13967248069524965,-1.8386435886337151,1.7083704995236724,12
11,5,Jennifer Grey,0.050877559115714864,0.021291352949451493,-1.771075872362185,1.9875658852301032,3
11,6,Kurt Warner,-0.09173167240158324,-0.09197044417373004,-2.0427625785700845,1.8203719246434535,11
11,7,Kyle Massey,0.03987686252621948,0.06576303510750031,-1.9668293829293755,1.8918848756986186,4
11,8,Margaret Cho,-0.0291643585809985,-0.02685797676648219,-1.9436266554963202,1.6283196667206397,9
11,9,Michael Bolton,0.015500573019295822,0.016640777770826648,-1.9568537167282225,1.8176275666545456,5
11,10,Rick Fox,-0.015806660686614817,-0.006824916356780397,-1.8868392726314092,1.7766057527457384,8
11,11,The Situation,0.014376670058639102,0.022457173444496055,-1.8641229781334319,1.9776380688519417,6
12,0,Chelsea Kane,0.0025853333368564633,0.006793107058454581,-1.8518434922310232,1.7298254828669517,5
12,1,Chris Jericho,-0.00612803337298619,0.034835133353811554,-2.0103922539541714,1.7331723343557859,7
12,2,Hines Ward,-0.0009609739807853322,0.04539199699605681,-1.9299073095318648,1.7809482218749078,6
12,3,Kendra Wilkinson,0.01453787246870176,0.010555970187491888,-1.7705077871820587,1.7724182107277116,4
12,4,Kirstie Alley,-0.021749627860553428,-0.00622402683082196,-1.837644556864214,1.7642429490516742,9
12,5,Mike Catherwood,-0.1391107823083055,-0.14604874871228435,-1.9051879743841984,1.754092501461806,11
12,6,Petra Nemcova,0.05091378950667229,0.06668913176963534,-1.882099356503409,1.9941520963110428,2
12,7,Ralph Macchio,0.03473903575297358,0.08095694631562386,-2.081015375182226,1.8895525722746236,3
12,8,Romeo,0.15659542113828429,0.12668007482893112,-1.778145388577706,2.2216191689536933,1
12,9,Sugar Ray Leonard,-0.07383695899169422,-0.011473992078295539,-2.0299906697772565,1.576139848106396,10
12,10,Wendy Williams,-0.017585075689163652,0.005545808342941674,-1.9554351679776891,1.7953736644762412,8
13,0,Carson Kressley,-0.046536921204246746,-0.02371463856373476,-1.8571908986600063,1.7391032721154842,8
13,1,Chaz Bono,-0.12440835226705031,-0.07848405564154351,-1.9865532694212138,1.741953532730586,12
13,2,Chynna Phillips,-0.0453260136953026,-0.05996207041528207,-1.9352353154548951,1.825716946342916,7
13,3,David Arquette,-0.019438482717598852,-0.028956774316296965,-1.7449800280303762,1.7175610060222464,6
13,4,Elisabetta Canalis,-0.06155692664977313,-0.06065505343948084,-1.931751385803555,1.786872965760926,11
13,5,Hope Solo,0.0214050535560225,-0.024261156380583775,-1.730316701853679,1.845776299262401,5
13,6,J.R. Martinez,0.08113141927081954,0.08330604682610726,-1.648763534256439,1.9783488835253855,3
13,7,Kristin Cavallari,0.11777903199936329,0.10383701030712225,-1.7724586445628765,2.028243045165525,2
13,8,Metta World Peace (Ron),0.06302097248078338,0.0679483037241237,-1.7883818119049635,1.930869381086223,4
13,9,Nancy Grace,-0.05076039289035936,-0.09794505908344656,-1.809812190602563,1.8301028333829317,9
13,10,Ricki Lake,-0.055298404585223504,-0.0387796076679609,-1.9245837799959002,1.7105735088715992,10
13,11,Rob Kardashian,0.11998901670256575,0.10532958474065884,-1.73345903965826,2.017995381378808,1
14,0,Donald Driver,0.07044390290723207,0.12193580637797091,-1.6462249226908794,1.8698183067758098,2
14,1,Gavin DeGraw,-0.05366956774037047,-0.07406386696124545,-1.941940111744332,1.766406881472976,10
14,2,Gladys Knight,-0.059142214165206736,-0.030209112925345255,-2.031238849874757,1.8277670456358521,11
14,3,Jack Wagner,-0.039464200661379636,-0.07856081928244724,-1.864863853899651,1.8961554570845411,8
14,4,Jaleel White,-0.04917133171984992,-0.02400694889089174,-1.7717279359976152,1.6720078563629073,9
14,5,Katherine Jenkins,0.06289482486882737,0.013264506192227632,-1.839881310532372,2.0512614904861106,4
14,6,Maria Menounos,-0.01664504919549781,0.018460292219950693,-1.974027380401735,1.8471352023004155,7
14,7,Martina Navratilova,0.06522876657905444,0.03417013614429965,-1.9250027339753775,2.0267895122475212,3
14,8,Melissa Gilbert,0.004322965260388469,0.035103276367981856,-1.8487770551708023,1.9190816296007294,5
14,9,Roshon Fegan,-0.12001708700357762,-0.14562683197108914,-2.009684132066501,1.7463074049877354,12
14,10,Sherri Sheperd,-0.005815093417286735,-0.060008511749269695,-1.9030731552636246,1.9990713389725696,6
14,11,William Levy,0.14103408428766656,0.16061365945968892,-1.7983550784108608,2.080599012501378,1
15,0,Apolo Anton Ohno,-0.08050642076533923,-0.048907333976279166,-2.026675604145628,1.7763276042976306,12
15,1,Bristol Palin,-0.011168235759194064,0.005103533266563438,-1.9540572539475962,1.9397992240954847,7
15,2,Drew Lachey,-0.015409936520206844,0.014397952857712754,-1.759937409396355,1.8079741252595027,9
15,3,Emmitt Smith,0.0007743078737296038,-0.02559889682239533,-1.700911932290188,1.7063157042472494,6
15,4,Gilles Marini,0.03195599209923075,0.036830882338162244,-1.9540673894870484,1.867838302525894,3
15,5,Helio Castroneves,-0.11591064503837126,-0.11203743689330821,-1.9524796616646392,1.7222565772229124,13
15,6,Joey Fatone,-0.013555764454685967,-0.015136548698873147,-1.8825729724077709,1.7745570015801817,8
15,7,Kelly Monaco,-0.0212720111128088,-0.028565714660266993,-1.9933458277010392,1.7283507359881032,10
15,8,Kirstie Alley,0.0035607064938030595,0.01000259285993578,-1.7285949210717333,1.810893735367546,5
15,9,Melissa Rycroft,0.08638790465472804,0.10537634314345434,-1.8501499089082614,1.8910447377523767,2
15,10,Pamela Anderson,0.009787195336629917,-0.00814806411393543,-1.8324614689435053,1.800228445921591,4
15,11,Sabrina Bryan,-0.0480615661836883,-0.03906411805474962,-1.8781528976720436,1.7839099181084035,11
15,12,Shawn Johnson,0.17341847337617305,0.16519432412137774,-1.5713374157806308,2.010924966893546,1
16,0,Alexandra Raisman,-0.010265448265674987,0.029933949160879367,-2.0363342805856637,1.8441755549656107,6
16,1,Andy Dick,-0.004042121607735337,0.0058553701608855604,-2.0135280290659208,1.9661117816211937,5
16,2,D. L. Hughley,-0.010478178644671677,-0.02399541095037344,-1.7154509375981724,1.8695132475026819,7
16,3,Dorothy Hamill,-0.05559794124478735,-0.06273591444611695,-1.9373840899403543,1.7980281652265968,10
16,4,Ingo Rademacher,-0.054147695832442,-0.05448262162647736,-1.9118225497238752,1.8553630201672187,9
16,5,Jacoby Jones,0.19138909917044353,0.20064454882824267,-1.5910131632277902,2.0144480806240033,1
16,6,Kellie Pickler,0.08010245738179411,0.05364207211432487,-1.7248464775996795,1.9144608297980115,2
16,7,Lisa Vanderpump,-0.04561879846268226,-0.0453281596337754,-1.9371081709020537,1.760206231053023,8
16,8,Sean Lowe,0.052479204351890754,0.06408198491382418,-1.8647774831359352,2.089013568029158,4
16,9,Victor Ortiz,-0.10420596215524755,-0.08082323086628611,-2.06157063288476,1.7803209450463797,12
16,10,Wynonna Judd,-0.09748438716508362,-0.10663438127776333,-1.97630297506241,1.8038501034394332,11
16,11,Zendaya,0.05786977247419638,0.07056226527416312,-1.918811982451666,1.8917084257476073,3
17,0,Amber Riley,0.038103538368597666,0.04336158036150385,-1.7727424731007193,1.8481187127662448,3
17,1,Bill Engvall,0.0011945206018428797,-0.02449699694699206,-1.8011707240697796,1.949665250411247,6
17,2,Bill Nye,-0.06681802380784431,-0.08654407215187387,-1.8702948089769622,1.7414591884533934,11
17,3,Brant Daugherty,-0.03250249020623642,-0.016109732053494148,-1.940759685606996,1.7703313617289105,8
17,4,Christina Milian,-0.05021942625149333,-0.038200779981911216,-1.8663190563051013,1.7567415621615194,10
17,5,Corbin Bleu,0.10727722166180484,0.11140242393929672,-1.6570987423661492,2.005785567269485,1
17,6,Elizabeth Berkley Lauren,0.0774796855806213,0.0808304838664825,-1.6911698233666932,1.9193938831765516,2
17,7,Jack Osbourne,-0.03981623708222669,-0.017697142641442138,-1.9707351669623827,1.8406034525935797,9
17,8,Keyshawn Johnson,0.012585696468266667,0.013554935858902363,-1.7767922930924842,1.7997271001458686,5
17,9,Leah Remini,-0.001124162017562088,-0.0010899804736611168,-1.8526880262112129,1.7637940226734465,7
17,10,"Nicole ""Snooki"" Polizzi",-0.07291036548436454,-0.08034909002205169,-1.8999324267326816,1.6759382798369058,12
17,11,Valerie Harper,0.026750042168594012,0.05972641910952127,-1.9156738761878098,1.7269937439503575,4
18,0,Amy Purdy,0.025733184383044082,0.0359261360868411,-1.8598677888762982,1.8748333022690684,6
18,1,Billy Dee Williams,-0.06850845803349916,-0.11108393751993369,-1.7948957644104044,1.6465169042522354,9
18,2,Candace Cameron Bure,-0.08016389991773533,-0.08706886640630936,-1.911277798609275,1.6875672439966543,12
18,3,Charlie White,0.09439692278968342,0.11092065733922535,-1.8911578663161215,2.011338278918614,2
18,4,Cody Simpson,-0.07627148787889151,-0.0766905950856822,-1.8151356427896492,1.6241430758494453,11
18,5,Danica McKellar,0.06414366671372056,0.0824603618191923,-1.8748736773394827,1.8306050160202285,3
18,6,Diana Nyad,0.03333030609020224,0.0056739435518913875,-1.8036155387227608,1.936922767438557,5
18,7,Drew Carey,0.06222822661000142,0.0662359347931703,-1.681361453003077,1.853786253865084,4
18,8,James Maslow,-0.07093916531821942,-0.07741502982824157,-1.748278800442156,1.724943132854577,10
18,9,Meryl Davis,0.10668311223153801,0.13923796388637366,-1.6606714476335802,1.9010609367585383,1
18,10,NeNe Leakes,-0.03761575972550232,-0.016735266822821733,-1.9201928804618709,1.7368248123988292,7
18,11,Sean Avery,-0.053016647944341994,-0.025880333120515096,-2.0234047661969434,1.7738819953828722,8
19,0,Alfonso Ribeiro,-0.030788220099800315,-0.04661302003266575,-2.004970273462021,1.9360831972232397,9
19,1,Antonio Sabato Jr.,0.10080436416507858,0.09875533948908669,-1.7926883430418625,2.0266342331245264,2
19,2,Bethany Mota,-0.014800972771718521,-0.0006740134735210568,-1.953935747313113,1.7461867719251856,8
19,3,Betsey Johnson,-0.07432402826562916,-0.04967700764884066,-2.026760771407147,1.9461889995738906,12
19,4,Janel Parrish,-0.0070668945159889935,-0.03631019789374293,-1.917178260836798,1.8431315141442255,7
19,5,Jonathan Bennett,0.012812641120636705,0.01568773560786863,-1.9112920428754652,1.7962807620215637,6
19,6,Lea Thompson,0.03308891041415087,-0.01111776000721957,-1.781323083531611,1.8851785815206328,4
19,7,Lolo Jones,0.11398814105961463,0.08843385901694703,-1.6668573332528065,1.9074278750355043,1
19,8,Michael Waltrip,-0.049738149195301326,-0.006617465597201922,-1.8485648318745922,1.7106256085036968,10
19,9,Randy Couture,0.03807963269877936,0.07364571276025014,-1.9333559704142929,1.9071217869046544,3
19,10,Sadie Robertson,-0.09117673188049104,-0.03831961928486452,-1.9040310538949992,1.5837185722731908,13
19,11,Tavis Smiley,0.028526533570911426,0.026848092168767226,-1.7868895422248336,1.8582203859262392,5
19,12,Tommy Chong,-0.05940522630024229,-0.04238873120196861,-1.927211140597537,1.79211226773849,11
20,0,Charlotte McKinney,-0.11294684922467098,-0.08590870656132751,-2.0053490353733117,1.6640776014347327,11
20,1,Chris Soules,-0.06144023346980178,-0.07327874330825684,-2.016676749364703,1.8283159838743994,9
20,2,Michael Sam,-0.11873022635962359,-0.1146073815398218,-1.926082766251193,1.6630790362167762,12
20,3,Nastia Liukin,-0.03716860618183403,-0.010915382455317951,-1.8145869785754638,1.8632563959109882,7
20,4,Noah Galloway,0.15758060565475931,0.19753389529207543,-1.8854039819907928,1.9285436229726638,1
20,5,Patti LaBelle,0.03940271610754897,0.04552623866820301,-1.8333857273628995,1.9542542797190627,4
20,6,Redfoo,-0.01583945718426137,-0.0010516333741254075,-1.8586180720586434,1.7209996884028398,6
20,7,Riker Lynch,0.06853981881089048,0.09405589558016828,-1.877420240415776,1.8816852089554614,3
20,8,Robert Herjavec,0.039080264300149534,0.04880728633504596,-1.7454756500284645,1.8926151425304318,5
20,9,Rumer Willis,0.15702401291248574,0.13271127904986302,-1.5559779554431934,1.91103377187413,2
20,10,Suzanne Somers,-0.06867622550588562,-0.06871567914979032,-1.798729550825846,1.65807298660002,10
20,11,Willow Shields,-0.04682581985975673,-0.07604566171144339,-1.793253584631311,1.8248601957763841,8
21,0,Alek Skarlatos,0.0066439650516124105,-0.0023624754280328897,-1.7005654086313027,1.7833759574668937,6
21,1,Alexa PenaVega,-0.08771089003898021,-0.10524306246091182,-1.8124715652308045,1.7618129404793794,13
21,2,Andy Grammer,-0.06817536900095712,-0.06831065662584096,-1.948280199415165,1.8536262325490405,11
21,3,Bindi Irwin,0.10118228468229773,0.12596286268876478,-1.8708048439998006,1.8757444455810182,1
21,4,Carlos PenaVega,-0.03015004314519051,-0.021652717998962203,-1.8400697499867895,1.7257487099801236,10
21,5,Chaka Khan,0.03241770564807789,0.027518711895276535,-1.8291814854661044,1.8124145343819071,5
21,6,Gary Busey,-0.022450884834340108,0.003475793605033037,-1.7286595654860335,1.767663723683881,8
21,7,Hayes Grier,0.0025937429142559765,-0.011120371979496751,-1.8264362781204508,1.7796945224079412,7
21,8,Kim Zolciak-Biermann,-0.02576127569372351,0.013743855995599852,-1.9194641842287994,1.750011991612991,9
21,9,Nick Carter,0.0523459923603157,0.06593894244153803,-1.8798752238966763,1.887443186965412,4
21,10,Paula Deen,0.06810527301790914,0.05860211548634521,-1.8379112802171313,1.9924991944590305,2
21,11,Tamar Braxton,-0.08508310977505165,-0.09220303029194639,-1.8368520837334363,1.7534954836768666,12
21,12,Victor Espinoza,0.05604260881377423,0.015062188705674419,-1.6789341016958783,2.111980820088412,3
22,0,Antonio Brown,-0.029770293326001653,-0.017034300849419592,-1.85728535627899,1.8288552035413705,7
22,1,Doug Flutie,0.05129437762152253,0.057769434159526616,-1.7881681800631621,1.8449801871147713,4
22,2,Geraldo Rivera,0.09457677216752432,0.10670566160357041,-1.7317872868843607,1.9989291711761328,2
22,3,Ginger Zee,-0.0012803335470238154,0.02594651885134143,-1.9489977097774536,1.8134695271010617,6
22,4,Jodie Sweetin,-0.11481480602892088,-0.10590172292559243,-2.004616126598917,1.7412255756566046,12
22,5,Kim Fields,-0.08117145620788989,-0.04339290837509442,-2.0630025989801544,1.8613612021738901,10
22,6,Marla Maples,-0.1111515652175414,-0.060847048168507924,-2.008062132383566,1.7185639513963296,11
22,7,Mischa Barton,0.07476551273894592,0.04983745229162957,-1.807947552837783,2.0640588120484034,3
22,8,Nyle DiMarco,-0.041255897854727684,-0.07093887664554333,-2.0125250285749017,1.9463939442922578,8
22,9,Paige VanZant,0.16130745958057258,0.15861522550348145,-1.8485765325442294,2.2466392416826015,1
22,10,Von Miller,0.042826687332839515,0.03565360041355592,-1.67453206194083,1.7787274754219087,5
22,11,Wanya Morris,-0.04532645725929956,-0.08719542522781706,-1.8740091752772683,1.8861698413109955,9
23,0,Amber Rose,-0.026843871189915304,-0.032544640477781814,-1.989445188667489,1.9900126172619446,8
23,1,Babyface,0.13969196547954613,0.1335044971487524,-1.6210600748857957,2.0514687701481455,1
23,2,Calvin Johnson Jr.,0.006198041689063053,0.008341958686538156,-1.8912243004738212,1.8084905314186837,7
23,3,Jake T. Austin,-0.05252187338772195,-0.01712850192197879,-1.8883404177713359,1.8565060576472994,11
23,4,James Hinchcliffe,0.06498371246944128,0.04043012167881397,-1.7055670007853916,1.841688546548496,3
