season,week,contestant_id,celebrity_name,judge_total,p_mean,p_median,p_q025,p_q975
2,3,0,Drew Lachey,27.0,0.22399874330581016,0.17454795976118637,0.024042652460282952,0.6684392510812086
2,3,1,George Hamilton,22.0,0.07943140208843125,0.06199836942448746,0.0044821828281070624,0.2787347263509872
2,3,2,Giselle Fernandez,22.0,0.04400677230561107,0.030112450999774564,0.0030746182139867336,0.17938943252476444
2,3,3,Jerry Rice,19.0,0.09791134265915215,0.06687388592383732,0.0018329843314070177,0.35582976993957655
2,3,5,Lisa Rinna,25.0,0.138713339271213,0.0990959205862459,0.017577688809276546,0.4794003562045498
2,3,6,Master P,14.0,0.03838099821241363,0.020268215391603908,0.00018483522591659443,0.1622549653100443
2,3,7,Stacy Keibler,27.0,0.24074514631739194,0.19692334398885436,0.029010823048367582,0.6519388165412233
2,3,9,Tia Carrere,26.0,0.13681225583997683,0.10514399771683045,0.014415015363865033,0.4353255923384289
2,4,0,Drew Lachey,28.0,0.2216153358083439,0.17124802841648684,0.025726156550423145,0.6696598432496005
2,4,1,George Hamilton,21.0,0.08085194679280139,0.06338192371716406,0.005709199744940679,0.2796576663550012
2,4,3,Jerry Rice,24.0,0.21506744878045347,0.18433680388802837,0.02089839940988204,0.6233237058939741
2,4,5,Lisa Rinna,26.0,0.1573914365239877,0.11104225695081618,0.020480907281129546,0.5404870794817492
2,4,6,Master P,8.0,0.03498429336279542,0.01783085865376298,0.00014322368557883046,0.15528635464310894
2,4,7,Stacy Keibler,26.0,0.18080517109175837,0.14037193835295986,0.020273648179618166,0.5162187647617777
2,4,9,Tia Carrere,25.0,0.10928436763985977,0.08119194971992724,0.01057761795917732,0.37502746308976964
2,5,0,Drew Lachey,27.0,0.18651843065845172,0.13797054260724695,0.011122610373586113,0.6160683017590474
2,5,1,George Hamilton,24.0,0.07579083036631286,0.05309530196835044,0.001802442843693048,0.278742704151598
2,5,3,Jerry Rice,23.0,0.11750242065936609,0.07817151388763506,0.0013274161469570718,0.4298784563394662
2,5,5,Lisa Rinna,25.0,0.09573942263087148,0.062432079927418824,0.0045639532299858055,0.3872470304363063
2,5,7,Stacy Keibler,30.0,0.4888325182416063,0.4852030230426272,0.05733014362291003,0.9574573390469056
2,5,9,Tia Carrere,22.0,0.03561637744339159,0.021506359995991344,0.00043631383532156373,0.14771253543452215
2,6,0,Drew Lachey,30.0,0.3249356666833306,0.27689457416995716,0.038365355706756345,0.8170944782113392
2,6,1,George Hamilton,23.0,0.06080405208356881,0.0399281719685549,0.0010774480862301209,0.24065060137938976
2,6,3,Jerry Rice,23.0,0.11931516234619206,0.07762417501690647,0.001334192587353679,0.45774453824769407
2,6,5,Lisa Rinna,27.0,0.14098985061275507,0.09874196174060279,0.01324542051493959,0.509873423149853
2,6,7,Stacy Keibler,30.0,0.35395526827415347,0.32418127869922797,0.04158076387305263,0.820298050446487
2,7,0,Drew Lachey,27.5,0.3170763648555842,0.2767389946776415,0.037716163317084224,0.7968050566605177
2,7,3,Jerry Rice,20.5,0.1141050450305921,0.06561462667080226,0.0007843717781863675,0.4499575208286339
2,7,5,Lisa Rinna,26.5,0.224490672099207,0.174002959442459,0.02789345894865081,0.6808655350902018
2,7,7,Stacy Keibler,27.5,0.3443279180146167,0.31454677788720276,0.04087268311861874,0.7878087732758948
2,8,0,Drew Lachey,28.9998,0.44666106134451145,0.4215943682332215,0.06019934042370189,0.916375047148195
2,8,3,Jerry Rice,26.666600000000003,0.17037388908023107,0.10969218412067382,0.0018353553384300974,0.6320734778967545
2,8,7,Stacy Keibler,28.6665,0.3829650495752575,0.3576143928473743,0.04572207013037878,0.8757554547572557
3,1,0,Emmitt Smith,24.0,0.15373081693650748,0.10728900452046354,0.013389583868741553,0.5250722399174697
3,1,1,Harry Hamlin,17.0,0.0434702073313802,0.023415606558854524,0.0009179016141952806,0.20211462215588438
3,1,2,Jerry Springer,16.0,0.040414088452165375,0.019428514035799968,0.000669390473419362,0.21009971803976318
3,1,3,Joey Lawrence,21.0,0.09542799674299646,0.06427866592760668,0.008050566590358531,0.35299574097632197
3,1,4,Mario Lopez,26.0,0.2795428723760358,0.2222493510847353,0.025159238668932347,0.7847181561275696
3,1,5,Monique Coleman,19.0,0.062154351807365234,0.04128018251787627,0.0031149058263643466,0.24666478905747663
3,1,6,Sara Evans,15.0,0.030547413286546254,0.014886649155973469,0.000452377504032252,0.15848019872220567
3,1,7,Shanna Moakler,18.0,0.05564107039798387,0.03192612823768768,0.0017751828059025519,0.26382714529093937
3,1,8,Tucker Carlson,12.0,0.02336869289385928,0.00908114481907772,8.866340993757502e-05,0.13366659343660336
3,1,9,Vivica A. Fox,22.0,0.11350701204743953,0.07966272947243284,0.0088863033945846,0.397126567233022
3,1,10,Willa Ford,22.0,0.1021954777277205,0.07101970171103252,0.00819200345664046,0.362443888916314
3,2,0,Emmitt Smith,24.0,0.08058927664095203,0.050153237010265014,0.0031447647806034135,0.34594001331609353
3,2,1,Harry Hamlin,21.0,0.04156498873330599,0.021553183431126506,0.0003199087788344918,0.2058071494809576
3,2,2,Jerry Springer,19.0,0.030646283180619144,0.01147137826737291,7.737244028761574e-05,0.1871952002139585
3,2,3,Joey Lawrence,29.0,0.4053040650550012,0.3603421357699199,0.03578557846336124,0.9393886276006125
3,2,4,Mario Lopez,21.0,0.04404201989852169,0.023662590572373486,0.0005021245244775132,0.1931573713047192
3,2,5,Monique Coleman,26.0,0.15311456694986422,0.11123080187948552,0.013769552418095372,0.5097144112273185
3,2,6,Sara Evans,21.0,0.03962636826745492,0.02067089130571397,0.0004223136268056024,0.18994538870564334
3,2,7,Shanna Moakler,22.0,0.05565223792039639,0.030399378279024343,0.000879559559240848,0.26198572499219824
3,2,9,Vivica A. Fox,24.0,0.08641993381547186,0.057499599674075974,0.004188992839028097,0.33234284128144376
3,2,10,Willa Ford,23.0,0.0630402595384125,0.03928800894577279,0.001683375890260905,0.26190743342972556
3,3,0,Emmitt Smith,19.0,0.0289355581211492,0.012116698400802447,0.00011399101694474002,0.16156795416438652
3,3,1,Harry Hamlin,22.0,0.059600523415649434,0.032680114614147535,0.0016292148198455507,0.2792097309505545
3,3,2,Jerry Springer,21.0,0.05058450689512632,0.02358601813487317,0.0007997589585568175,0.27578229918428354
3,3,3,Joey Lawrence,22.0,0.06513524365891685,0.03742010323120928,0.0021525941090430535,0.2798416282721234
3,3,4,Mario Lopez,22.0,0.06400079433558585,0.03798820887009585,0.0012520209491083537,0.2590204704526823
3,3,5,Monique Coleman,27.0,0.27031673899135195,0.22442438036862322,0.03297416089751715,0.747402910887528
3,3,6,Sara Evans,25.0,0.12770936090695176,0.09094815560622083,0.011979058032271749,0.4468365484900019
3,3,9,Vivica A. Fox,27.0,0.2766045898067175,0.22888934466304878,0.023313346477419544,0.7396693069924287
3,3,10,Willa Ford,22.0,0.05711268386855112,0.03399221388578354,0.0014283297799297535,0.25416668103864576
3,4,0,Emmitt Smith,24.0,0.07145141751005628,0.041551576309535126,0.001925592650981044,0.3257701621115417
3,4,2,Jerry Springer,22.0,0.05324613560092332,0.024805481627627073,0.0007401298806568483,0.29977508942564557
3,4,3,Joey Lawrence,27.0,0.17533901681366407,0.13501415545236656,0.016872638852495295,0.5476936596589556
3,4,4,Mario Lopez,29.0,0.3131800103456846,0.26067163730907245,0.03336240376416739,0.8049271322563686
3,4,5,Monique Coleman,24.0,0.07619499074994451,0.04952851727020616,0.0031862331721504798,0.3153599705734952
3,4,6,Sara Evans,20.0,0.03079301715345508,0.013591190647826993,0.00018653833969978613,0.16088856410519262
3,4,9,Vivica A. Fox,24.0,0.07589678557910418,0.04895890724859059,0.003469587213474734,0.298177810770293
3,4,10,Willa Ford,28.0,0.20389862624716798,0.15775698458367388,0.021732951307059545,0.635582416925519
3,5,0,Emmitt Smith,27.0,0.19349109213144713,0.1457039293404349,0.016774342818630782,0.6126993867120049
3,5,2,Jerry Springer,24.0,0.04967833163991792,0.021687494126923237,0.0005616245991293111,0.2910561260756929
3,5,3,Joey Lawrence,25.0,0.07610811707638723,0.04569080701923878,0.002977103335338636,0.3172477599938262
3,5,4,Mario Lopez,27.0,0.22420724856307425,0.17972920495859454,0.023040621601614044,0.6332029945708528
3,5,5,Monique Coleman,27.0,0.2155585901354854,0.17249592821865245,0.025959631917298064,0.6358213439736806
3,5,6,Sara Evans,24.0,0.04159432985019247,0.02075142891494204,0.0006810769451395733,0.21207180505207335
3,5,10,Willa Ford,27.0,0.19936229060349558,0.15108815863983388,0.019770829008251868,0.6031518683926406
3,6,0,Emmitt Smith,25.0,0.1907849790060818,0.14279791294704464,0.0113243422535384,0.6248081899847701
3,6,2,Jerry Springer,18.0,0.05617012736379758,0.02283911674017619,0.00029956231418671296,0.3383993725683889
3,6,3,Joey Lawrence,24.0,0.1762646288456019,0.12298755336334921,0.013007992652714009,0.5779824322895778
3,6,4,Mario Lopez,28.0,0.44393512731426926,0.4186708447991686,0.052384649746600176,0.9130424109930669
3,6,5,Monique Coleman,23.0,0.13284513747024945,0.09234103598818039,0.006661098490207943,0.4806463719926065
3,7,0,Emmitt Smith,28.5,0.2520983843377391,0.20933348805038493,0.022367113459099454,0.7272534455357365
3,7,2,Jerry Springer,23.0,0.05140187880518853,0.020084872687096796,0.00029941978644157266,0.30415455212274045
3,7,3,Joey Lawrence,28.5,0.2977488356925672,0.26164748969423723,0.0332149655397868,0.7486785945844138
3,7,4,Mario Lopez,28.0,0.23898085706936104,0.19481699739165106,0.02411471402009524,0.656768493820292
3,7,5,Monique Coleman,27.0,0.15977004409514414,0.11630170401605858,0.013820996812090876,0.5485380829583923
3,8,0,Emmitt Smith,27.0,0.1378372711439111,0.08222778682063639,0.0022014061181448883,0.5601175662105166
3,8,3,Joey Lawrence,27.0,0.15436016795376367,0.09815845654501199,0.004581643341059824,0.5647655663902524
3,8,4,Mario Lopez,28.5,0.6115973270277126,0.6542209941565944,0.09264663668070923,0.985954368521118
3,8,5,Monique Coleman,26.5,0.09620523387461256,0.05664862640965941,0.0007899955309658355,0.4317811383620533
3,9,0,Emmitt Smith,29.5,0.3034424482220336,0.25379927171886085,0.026657844856238122,0.799363053365259
3,9,3,Joey Lawrence,29.5,0.35079012425991746,0.3238067722538429,0.04043668634084807,0.8198660869830896
3,9,4,Mario Lopez,29.5,0.3457674275180489,0.3145730232997428,0.03604830738244675,0.8214636877206417
3,10,0,Emmitt Smith,29.666600000000003,0.46615993778005343,0.44748611484589196,0.046812358653695776,0.9279780681995343
3,10,4,Mario Lopez,29.666600000000003,0.5338400622199465,0.552513885154108,0.0720219318004654,0.9531876413463041
4,1,0,Apolo Anton Ohno,21.0,0.1213669603943749,0.08647484967936131,0.008977998357683948,0.44229178820269055
4,1,1,Billy Ray Cyrus,13.0,0.01974602699911684,0.00883389482773251,7.845755674915176e-05,0.10290738049980484
4,1,2,Clyde Drexler,16.0,0.03714943572338006,0.020083697291577406,0.0007942112799340823,0.1767307624550553
4,1,3,Heather Mills,18.0,0.05019126833832749,0.029392443688870805,0.0025101514250131553,0.23636494595291693
4,1,4,Ian Ziering,21.0,0.11441116113857425,0.07799299428937212,0.009587081098717724,0.4326699337898301
4,1,5,Joey Fatone,24.0,0.24633357363644473,0.19039519064655622,0.021725387606184737,0.736916035152559
4,1,6,John Ratzenberger,17.0,0.043833914056080725,0.023386835148731397,0.001431485695763605,0.2108530356052736
4,1,7,Laila Ali,23.0,0.20673977651183256,0.15638531625198615,0.019042247838804798,0.6200858915033397
4,1,8,Leeza Gibbons,15.0,0.029688649448549473,0.015126156623365711,0.0003486621932835494,0.15173098110865363
4,1,9,Paulina Porizkova,19.0,0.06712059303812476,0.04268174710676259,0.0043741819217966195,0.27366755452447916
4,1,10,Shandi Finnessey,19.0,0.06341864071519425,0.041339204717490446,0.004165679324430929,0.26690321237161546
4,2,0,Apolo Anton Ohno,26.0,0.2121445692875831,0.16889223744583873,0.018187900200028802,0.6710632821311043
4,2,1,Billy Ray Cyrus,21.0,0.041285349376800284,0.024356116890980477,0.0009120414626451784,0.1927462199061092
4,2,2,Clyde Drexler,18.0,0.022298763817522296,0.009935154141274617,0.00012251348568956722,0.12322245894104948
4,2,3,Heather Mills,24.0,0.092692909320129,0.06224093263346696,0.008430455237476344,0.3502707746142163
4,2,4,Ian Ziering,22.0,0.061648262497940934,0.03555781010372818,0.002104635760689812,0.26735139259614366
4,2,5,Joey Fatone,24.0,0.10269762577074566,0.06892708979411383,0.007169534295745778,0.4007900073498266
4,2,6,John Ratzenberger,21.0,0.04404797743477316,0.023084849374767367,0.0011315715750459387,0.20727224083441123
4,2,7,Laila Ali,27.0,0.3045530698006689,0.24006476700001644,0.02623767245334862,0.8093664964528464
4,2,8,Leeza Gibbons,21.0,0.04319046755082812,0.024866606172134178,0.001062457875575967,0.19051990860389728
4,2,9,Paulina Porizkova,21.0,0.04337674297852212,0.024516220677409488,0.0011544021909015538,0.19658580104237475
4,2,10,Shandi Finnessey,20.0,0.03206426216448648,0.016845475001816927,0.0005746901327152233,0.1601508043608127
4,3,0,Apolo Anton Ohno,23.0,0.12443687776662668,0.08987213390211585,0.010465191648733456,0.426989166334488
4,3,1,Billy Ray Cyrus,21.0,0.055571176471411105,0.034939888169927595,0.003426595359711831,0.23584510851681895
4,3,2,Clyde Drexler,16.0,0.01820618017571565,0.0069929609665641684,7.937011105703528e-05,0.10668376111950634
4,3,3,Heather Mills,24.0,0.14666218571962533,0.1048994238646987,0.014902307568423097,0.5143243350921112
4,3,4,Ian Ziering,24.0,0.1653141122827005,0.12359347205428385,0.016632696188745785,0.5652233248538044
4,3,5,Joey Fatone,24.0,0.15847605244425705,0.1219904841363199,0.014868021797955652,0.5089160394911799
4,3,6,John Ratzenberger,20.0,0.04577869551384175,0.024540970576259535,0.0015935262192473593,0.20868048933410283
4,3,7,Laila Ali,21.0,0.06840124636454244,0.04238144832993043,0.003304171985970722,0.28797737535018364
4,3,8,Leeza Gibbons,24.0,0.16106356843390346,0.12053792639714125,0.016738180019981938,0.526719306706836
4,3,10,Shandi Finnessey,21.0,0.05608990482737607,0.036011346139419226,0.003309663187209374,0.2309248119713015
4,4,0,Apolo Anton Ohno,26.0,0.21098986182965238,0.1650020784363408,0.017443979872250506,0.6315926954111221
4,4,1,Billy Ray Cyrus,21.0,0.07233829008619272,0.04792481967459364,0.003941854885741511,0.2986316956644592
4,4,2,Clyde Drexler,15.0,0.03325912321484999,0.015614833202649385,0.00037691111422209783,0.17537813065197602
4,4,3,Heather Mills,23.0,0.10004274241767473,0.06704641666962903,0.008287921733495475,0.38721358621635665
4,4,4,Ian Ziering,24.0,0.13627094373544715,0.09640425178950626,0.011370178420002477,0.5019590910305954
4,4,5,Joey Fatone,28.0,0.2858993586037937,0.23526042958319293,0.026601317674849523,0.7915791418374816
4,4,6,John Ratzenberger,16.0,0.03692597130930226,0.01722301616114392,0.0004532649018264426,0.1888599766389498
4,4,7,Laila Ali,21.0,0.08788087322426431,0.05676355621901406,0.0039058083066027057,0.3539530612290612
4,4,8,Leeza Gibbons,16.0,0.036392835578822814,0.01862648716844416,0.00045458761799590207,0.18171397164408168
4,5,0,Apolo Anton Ohno,30.0,0.31225303428368273,0.26134201770984433,0.028159302745500884,0.8270803681936648
4,5,1,Billy Ray Cyrus,17.0,0.044435930807932025,0.025113124811267245,0.000819241317105306,0.21296811983399094
4,5,2,Clyde Drexler,13.0,0.03168578995887849,0.014523929853264695,0.00023894389122655315,0.16975577145463627
4,5,3,Heather Mills,21.0,0.07093858793975104,0.04327613688424806,0.0035916719603680935,0.3054600896033132
4,5,4,Ian Ziering,24.0,0.12207218977344805,0.08468572978166922,0.007984362242169562,0.48550627188731577
4,5,5,Joey Fatone,25.0,0.1343448135037335,0.09415158405066579,0.010199224886163004,0.4788357992520737
4,5,6,John Ratzenberger,18.0,0.05369606913138695,0.02773207546386585,0.0013683281738097325,0.24529819771615913
4,5,7,Laila Ali,28.0,0.23057358460118726,0.18131035405105406,0.02165533138944863,0.673694286094979
4,6,0,Apolo Anton Ohno,28.0,0.2720705233136748,0.22625271464502955,0.02442321668921373,0.7522656527194599
4,6,1,Billy Ray Cyrus,21.0,0.049167624398832724,0.02717764383291525,0.0008711517952796488,0.23497043963694736
4,6,3,Heather Mills,23.0,0.07189631285426734,0.04178433278502882,0.003137226125628586,0.3129190385022064
4,6,4,Ian Ziering,24.0,0.10192431093146,0.06494551934379755,0.005390416069329656,0.4117118494986283
4,6,5,Joey Fatone,27.0,0.1939687308312639,0.1460299161676526,0.017681606885252006,0.6195747015809393
4,6,6,John Ratzenberger,19.0,0.03674490637837512,0.015931819147511316,0.0002957270235944653,0.19382176642221116
4,6,7,Laila Ali,28.0,0.27422759129212604,0.2239133498065924,0.028109663271948505,0.7419854967244176
4,7,0,Apolo Anton Ohno,27.0,0.17475200758805265,0.13048491533146767,0.012269712825781662,0.5895920753734534
4,7,1,Billy Ray Cyrus,19.0,0.03773416934518653,0.017886505430979527,0.00024653125162968126,0.19091063119447307
4,7,4,Ian Ziering,27.0,0.16287591453870637,0.11758663104950318,0.012765358131393132,0.5571636056210746
4,7,5,Joey Fatone,29.5,0.2640591731652836,0.21341679314555484,0.028291585831249924,0.7363918790207085
4,7,6,John Ratzenberger,22.5,0.068520351380434,0.03601472046720725,0.0021576824066219936,0.31236830124408765
4,7,7,Laila Ali,29.5,0.29205838398233686,0.24544670289655185,0.030841520692666782,0.7455739823835248
4,8,0,Apolo Anton Ohno,29.0,0.37479068404346205,0.3387250827812923,0.037012749184367304,0.8731338497338503
4,8,1,Billy Ray Cyrus,19.0,0.047171353757595486,0.022261565056611872,0.0003488022141928253,0.24731739566782093
4,8,4,Ian Ziering,23.5,0.11484377339583092,0.0721028205536606,0.004150701534249746,0.4702066166311184
4,8,5,Joey Fatone,27.5,0.24542274745871917,0.19423659897877732,0.02301880864305268,0.7179202248649486
4,8,7,Laila Ali,26.5,0.2177714413443924,0.16923602909663704,0.017066764999252363,0.6599115078484451
4,9,0,Apolo Anton Ohno,29.5,0.16793760080382322,0.11419481647184751,0.007324177635487004,0.6349126745796988
4,9,4,Ian Ziering,29.0,0.07773863644027257,0.035680201904322265,0.000720665707019861,0.3989153663381376
4,9,5,Joey Fatone,30.0,0.3591713901339368,0.3121429963257567,0.0425654739551946,0.845803134974795
4,9,7,Laila Ali,30.0,0.39515237262196745,0.3648280262600774,0.04696670439328762,0.85424315314751
4,10,0,Apolo Anton Ohno,29.3332,0.6578329507517807,0.7023318964320369,0.12093064498495779,0.9906045044680463
4,10,5,Joey Fatone,28.6665,0.20365293119395145,0.1467078807450024,0.006285916469660255,0.7141421296904237
4,10,7,Laila Ali,28.333200000000005,0.13851411805426767,0.08579218416944934,0.001265159004880129,0.5943127107235487
5,1,0,Albert Reed,21.0,0.05019974302682441,0.029987772289427776,0.002144584467007986,0.2072246567443522
5,1,1,Cameron Mathison,21.0,0.04857474246865558,0.02972328402131391,0.0022340047553988515,0.18357097362126332
5,1,2,Floyd Mayweather Jr. ,18.0,0.02377969584689658,0.012312499064649235,0.00024455793351610167,0.11719509606557833
5,1,3,Helio Castroneves,25.0,0.17713662462673474,0.13418457985838297,0.013277182827871837,0.5837657539333985
5,1,4,Jane Seymour,24.0,0.13427826720257555,0.09162233420802474,0.012305958170959249,0.52482908772226
5,1,5,Jennie Garth,21.0,0.05223753796301502,0.028967615263024556,0.0028117991483101305,0.22643533769361168
5,1,6,Josie Maran,16.0,0.018461133560361543,0.007701009476458923,5.584211060282309e-05,0.10213811396747514
5,1,7,Marie Osmond,21.0,0.06050002599251046,0.03415420824837245,0.002213410212372969,0.2733136360517541
5,1,8,Mark Cuban,21.0,0.05267966387973889,0.03070512086162322,0.002711538640274523,0.22067384626645395
5,1,9,Mel B,24.0,0.12412713324272802,0.08328062452876037,0.010630207203329658,0.47052317520657944
5,1,10,Sabrina Bryan,26.0,0.22585523700000312,0.16406336300725172,0.017571127164675696,0.7542960546240057
5,1,11,Wayne Newton,19.0,0.032170195189956084,0.016064589273846176,0.0006157656400514864,0.16277823145400303
5,2,0,Albert Reed,21.0,0.05272505638806287,0.031599312283212395,0.002164341225745577,0.22086472826970865
5,2,1,Cameron Mathison,21.0,0.05117689010245257,0.0314785825160171,0.0023315631408887404,0.19244446311523547
5,2,2,Floyd Mayweather Jr. ,21.0,0.04956325838498218,0.032048122910265125,0.0021941493963175476,0.20933181850100907
5,2,3,Helio Castroneves,27.0,0.2693080513006214,0.22328289960343994,0.022732754062744897,0.7478050216514944
5,2,4,Jane Seymour,21.0,0.06328190313424883,0.037511975391967115,0.0030142089707535843,0.2944524592612805
5,2,5,Jennie Garth,21.0,0.054980159082353874,0.030706859938327488,0.003194744077268569,0.24250292364229378
5,2,7,Marie Osmond,24.0,0.12813365091662218,0.08316405992518083,0.009254498129433172,0.4529102109107645
5,2,8,Mark Cuban,18.0,0.03128141768289265,0.014283272213563007,0.00047813905288659347,0.16096475239533378
5,2,9,Mel B,23.0,0.09034669197750422,0.05685326079149937,0.0059206356263716365,0.3658586637450794
5,2,10,Sabrina Bryan,26.0,0.1913430932108679,0.1399110742482929,0.015848973918368005,0.6400837682591831
5,2,11,Wayne Newton,15.0,0.017859827819391345,0.006624941743516209,5.9735404268966444e-05,0.10737801324925421
5,3,1,Cameron Mathison,23.0,0.05488833007896109,0.03337167245115827,0.0025711405948033576,0.20925393224941607
5,3,2,Floyd Mayweather Jr. ,21.0,0.035048049643640264,0.019805743804254927,0.000732421925229112,0.16166453194379857
5,3,3,Helio Castroneves,24.0,0.08794719118955145,0.05063709371560331,0.004063514611541038,0.3480888966177923
5,3,4,Jane Seymour,27.0,0.17976730448435244,0.13031622227986422,0.01765856437346173,0.6394554633487244
5,3,5,Jennie Garth,26.0,0.12178091438465963,0.0863717066248205,0.011510648902614305,0.45985517134476656
5,3,7,Marie Osmond,26.0,0.13901612526416268,0.0940444885687911,0.011837189875291526,0.4982397141140845
5,3,8,Mark Cuban,20.0,0.032803879796763726,0.014805215359909848,0.0005292335765977672,0.17637914125961865
5,3,9,Mel B,27.0,0.1663276740416404,0.12246129068253209,0.015423892960429281,0.5635433902502843
5,3,10,Sabrina Bryan,27.0,0.16070907072609997,0.11641354244920271,0.01422422842895576,0.5344687642393329
5,3,11,Wayne Newton,18.0,0.02171146039016838,0.008381113593174915,0.00012445070482097317,0.12446430058588825
5,4,1,Cameron Mathison,27.0,0.10250985160046791,0.07119932869556911,0.007995289648711927,0.3735856259947458
5,4,2,Floyd Mayweather Jr. ,23.0,0.030118179146375525,0.015471218581930889,0.00022435643401731175,0.15023047284512117
5,4,3,Helio Castroneves,27.0,0.12651819101284875,0.08214030164063303,0.005733680121929267,0.46765637773834945
5,4,4,Jane Seymour,26.0,0.08949088203453776,0.05574391376444615,0.0044341903343778875,0.40514973942758514
