season,week,observed_eliminated_name,pred_elim_prob_observed,top1_pred_name,top1_prob,top2_pred_name,top2_prob,top3_pred_name,top3_prob,is_observed_in_top2,notes
4,3,Shandi Finnessey,0.10275105748209201,Clyde Drexler,0.10535926757809307,John Ratzenberger,0.10371848503337554,Shandi Finnessey,0.10275105748209201,False,
4,4,Leeza Gibbons,0.11677039293867711,Clyde Drexler,0.1170490441695812,John Ratzenberger,0.11681482324630812,Leeza Gibbons,0.11677039293867711,False,
4,5,Clyde Drexler,0.133281825457376,Clyde Drexler,0.133281825457376,Billy Ray Cyrus,0.13144200320904229,John Ratzenberger,0.13120215360034534,True,
4,6,Heather Mills,0.14933767773802623,John Ratzenberger,0.15288847932548535,Billy Ray Cyrus,0.15102480580645414,Heather Mills,0.14933767773802623,False,
4,7,John Ratzenberger,0.17767958372514014,Billy Ray Cyrus,0.18060608340775638,John Ratzenberger,0.17767958372514014,Ian Ziering,0.16728790743244876,True,
4,8,Billy Ray Cyrus,0.21978914051065332,Billy Ray Cyrus,0.21978914051065332,Ian Ziering,0.2115726428234779,Laila Ali,0.19891403189380152,True,
4,9,Ian Ziering,0.2764027503112092,Ian Ziering,0.2764027503112092,Apolo Anton Ohno,0.2632053143227591,Laila Ali,0.230244333097117,True,
4,10,,,Laila Ali,0.3735784376065618,Joey Fatone,0.3558186757090093,Apolo Anton Ohno,0.2706028866844285,False,
5,1,Josie Maran,0.0869463879296043,Josie Maran,0.0869463879296043,Floyd Mayweather Jr. ,0.08644525108273354,Wayne Newton,0.0860758705155122,True,
5,2,Albert Reed,0.09312153859601283,Wayne Newton,0.09529468512532235,Mark Cuban,0.0945629388732111,Cameron Mathison,0.09328923780578657,False,
5,3,Wayne Newton,0.10514571510140147,Wayne Newton,0.10514571510140147,Mark Cuban,0.10455783653611958,Floyd Mayweather Jr. ,0.10412449114552243,True,
5,4,Floyd Mayweather Jr. ,0.1165739580963628,Mark Cuban,0.11708792969442026,Floyd Mayweather Jr. ,0.1165739580963628,Marie Osmond,0.11332564551725084,True,
5,5,Mark Cuban,0.1321900453421223,Mark Cuban,0.1321900453421223,Marie Osmond,0.13203658817279515,Helio Castroneves,0.12928963321990947,True,
5,6,Sabrina Bryan,0.14839959790705765,Jane Seymour,0.15163115688899906,Marie Osmond,0.15114287873213328,Cameron Mathison,0.14903067419370003,False,
5,7,Jane Seymour,0.17813427268262141,Jane Seymour,0.17813427268262141,Cameron Mathison,0.1770430925487541,Marie Osmond,0.1717241724571386,True,
5,8,Cameron Mathison,0.21338758059380025,Marie Osmond,0.21611026161245428,Jennie Garth,0.2142273301538102,Cameron Mathison,0.21338758059380025,False,
5,9,Jennie Garth,0.26630626689035547,Marie Osmond,0.2773332323826821,Jennie Garth,0.26630626689035547,Mel B,0.22958304452899506,True,
5,10,,,Marie Osmond,0.38383468182326297,Helio Castroneves,0.31100307795894994,Mel B,0.3051622402177877,False,
6,1,,,Adam Carolla,0.0866352595284518,Monica Seles,0.08660233503886595,Penn Jillette,0.08642219563727442,False,
6,2,Monica Seles,0.0867799581475478,Monica Seles,0.0867799581475478,Steve Guttenberg,0.08652995830592877,Penn Jillette,0.08638593526499383,True,
6,3,Steve Guttenberg,0.1034325211065487,Marissa Jaret Winokur,0.10468253544394167,Marlee Matlin,0.10358686011020259,Mario,0.10357658623794092,False,
6,4,Adam Carolla,0.11732445189840861,Adam Carolla,0.11732445189840861,Priscilla Presley,0.11602683345802385,Marissa Jaret Winokur,0.11450319871334246,True,
6,5,Priscilla Presley,0.13186335487297443,Priscilla Presley,0.13186335487297443,Marlee Matlin,0.13108314695950293,Shannon Elizabeth,0.13018847124377245,True,
6,6,Marlee Matlin,0.15257741146836232,Marlee Matlin,0.15257741146836232,Shannon Elizabeth,0.1496845335087604,Jason Taylor,0.14913465444430435,True,
6,7,Shannon Elizabeth,0.17281835508362656,Cristian de la Fuente,0.179536459381726,Shannon Elizabeth,0.17281835508362656,Mario,0.17236802269563148,True,
6,8,Mario,0.20859979857906946,Marissa Jaret Winokur,0.216953520288434,Jason Taylor,0.21141158463013854,Mario,0.20859979857906946,False,
6,9,Marissa Jaret Winokur,0.2776423595126651,Marissa Jaret Winokur,0.2776423595126651,Jason Taylor,0.2581483918383941,Cristian de la Fuente,0.24352235688659654,True,
6,10,,,Cristian de la Fuente,0.37814879873644147,Jason Taylor,0.3405165189086431,Kristi Yamaguchi,0.281334682354916,False,
7,1,Jeffrey Ross,0.08028956939431037,Jeffrey Ross,0.08028956939431037,Cloris Leachman,0.07947768537332586,Rocco DiSpirito,0.07872306845943591,True,
7,3,,,Cloris Leachman,0.11737774835545581,Rocco DiSpirito,0.11494779608356813,Susan Lucci,0.11453912542947285,False,
7,4,Rocco DiSpirito,0.11691252697350536,Rocco DiSpirito,0.11691252697350536,Maurice Greene,0.11640302996845801,Toni Braxton,0.114499618196309,True,
7,5,Toni Braxton,0.13106513570871423,Cloris Leachman,0.1314695951900909,Lance Bass,0.13109366502301906,Toni Braxton,0.13106513570871423,False,
7,6,Cloris Leachman,0.15391954276366032,Cloris Leachman,0.15391954276366032,Maurice Greene,0.149782932273331,Susan Lucci,0.1458017832518679,True,
7,7,Susan Lucci,0.17292952502987816,Warren Sapp,0.17752582530333635,Cody Linley,0.1767712421939468,Susan Lucci,0.17292952502987816,False,
7,8,Maurice Greene,0.21633944227844662,Maurice Greene,0.21633944227844662,Cody Linley,0.21511458522686683,Lance Bass,0.20974636069748073,True,
7,9,Cody Linley,0.2739890176431862,Cody Linley,0.2739890176431862,Brooke Burke,0.2642648087561031,Warren Sapp,0.26382411588774135,True,
7,10,,,Lance Bass,0.36768386669253184,Warren Sapp,0.3664518150213757,Brooke Burke,0.26586431828609275,False,
8,1,,,Steve Wozniak,0.07997507331336695,Ty Murray,0.07965902192508542,Lawrence Taylor,0.0790632968987615,False,
8,2,Belinda Carlisle,0.07905175579240659,Steve-O,0.07995843344788833,Steve Wozniak,0.079398059944007,David Alan Grier,0.07928338304632478,False,
8,3,Denise Richards,0.08625983523308073,Steve Wozniak,0.08744171749285971,Steve-O,0.08652663094739123,Denise Richards,0.08625983523308073,False,
8,4,Holly Madison,0.094744033695151,Steve Wozniak,0.0954938760600295,Steve-O,0.09482103736305815,Holly Madison,0.094744033695151,False,
8,5,David Alan Grier,0.11459090723289798,Steve-O,0.11705181003518589,Lawrence Taylor,0.11587200493457663,Ty Murray,0.11529697411593223,False,
8,6,Steve-O,0.13302121425505178,Steve-O,0.13302121425505178,Ty Murray,0.13184097137535306,Lawrence Taylor,0.12868782133204404,True,
8,7,Lawrence Taylor,0.15262024325522525,Lawrence Taylor,0.15262024325522525,Ty Murray,0.14964930094644216,Lil' Kim,0.14650346246965645,True,
8,8,Chuck Wicks,0.1747373929042286,Melissa Rycroft,0.17951047515237817,Chuck Wicks,0.1747373929042286,Shawn Johnson,0.1702079774771376,True,
8,9,Lil' Kim,0.21077363791494366,Ty Murray,0.21854245068966804,Lil' Kim,0.21077363791494366,Shawn Johnson,0.19264359333537454,True,
8,10,Ty Murray,0.27752455282448724,Ty Murray,0.27752455282448724,Melissa Rycroft,0.2579161080200056,Shawn Johnson,0.25160994326283775,True,
8,11,,,Melissa Rycroft,0.3746091421309278,Gilles Marini,0.35569981077748447,Shawn Johnson,0.26969104709158737,False,
9,1,Ashley Hamiliton,0.06424378832653271,Macy Gray,0.06426913129029997,Michael Irvin,0.06425651028992288,Ashley Hamiliton,0.06424378832653271,False,
9,2,Kathy Ireland,0.07346902484603138,Tom DeLay,0.07352348918507298,Kathy Ireland,0.07346902484603138,Chuck Liddell,0.07337969675972125,True,
9,4,Chuck Liddell,0.09467728527413159,Louie Vito,0.09483909546770439,Michael Irvin,0.09470177838520467,Chuck Liddell,0.09467728527413159,False,
9,5,Natalie Coughlin,0.10369170152288675,Michael Irvin,0.10417747848170511,Louie Vito,0.10387352727063733,Natalie Coughlin,0.10369170152288675,False,
9,6,Louie Vito,0.11616964407688846,Michael Irvin,0.11671494121776128,Melissa Joan Hart,0.11620549043431289,Louie Vito,0.11616964407688846,False,
9,7,Mark Dacascos,0.15236775664976118,Mark Dacascos,0.15236775664976118,Michael Irvin,0.14969669412398903,Mya,0.14751963743394708,True,
9,8,Aaron Carter,0.21274097495175703,Donny Osmond,0.21342104664700673,Aaron Carter,0.21274097495175703,Kelly Osbourne,0.21062242637682346,True,
9,9,Joanna Krupa,0.25600888172982245,Donny Osmond,0.27490392452593565,Kelly Osbourne,0.26600717226530957,Joanna Krupa,0.25600888172982245,False,
9,10,,,Kelly Osbourne,0.3791776812779253,Mya,0.32159711259950086,Donny Osmond,0.2992252061225741,False,
10,1,,,Buzz Aldrin,0.09481244273091065,Aiden Turner,0.09457288821000652,Kate Gosselin,0.09430941756738125,False,
10,2,Shannen Doherty,0.092674606219884,Buzz Aldrin,0.09524652164131549,Kate Gosselin,0.09468098300006104,Chad Ochocinco,0.09435244006209755,False,
10,3,Buzz Aldrin,0.10527712516052713,Buzz Aldrin,0.10527712516052713,Kate Gosselin,0.10485383503780557,Aiden Turner,0.10203420782450474,True,
10,4,Aiden Turner,0.11648846853592688,Kate Gosselin,0.1168595138242358,Aiden Turner,0.11648846853592688,Niecy Nash,0.11577013714081479,True,
10,5,Kate Gosselin,0.13273874037849068,Kate Gosselin,0.13273874037849068,Chad Ochocinco,0.13110656320822647,Niecy Nash,0.1311039517775275,True,
10,6,Jake Pavelka,0.1519582712493779,Jake Pavelka,0.1519582712493779,Niecy Nash,0.15114071215952085,Evan Lysacek,0.14960408170102943,True,
10,7,Pamela Anderson,0.1747545725633887,Niecy Nash,0.178928344105692,Pamela Anderson,0.1747545725633887,Erin Andrews,0.1734054258234348,True,
10,8,Niecy Nash,0.2173926232568904,Niecy Nash,0.2173926232568904,Chad Ochocinco,0.2155445678794354,Evan Lysacek,0.19856590526876972,True,
10,9,Chad Ochocinco,0.277897314916207,Chad Ochocinco,0.277897314916207,Erin Andrews,0.26039820988090423,Nicole Scherzinger,0.23231856784307744,True,
10,10,,,Evan Lysacek,0.36711923872605245,Erin Andrews,0.3639425744390688,Nicole Scherzinger,0.2689381868348782,False,
11,1,David Hasselhoff,0.0864195302718688,The Situation,0.08653266407552344,Margaret Cho,0.0864909372144263,David Hasselhoff,0.0864195302718688,False,
11,2,Michael Bolton,0.09572710622096793,Michael Bolton,0.09572710622096793,The Situation,0.09389436074534001,Margaret Cho,0.09384407380904952,True,
11,3,Margaret Cho,0.10478074120363766,Margaret Cho,0.10478074120363766,Bristol Palin,0.10408679372341935,Florence Henderson,0.10403797423292406,True,
11,4,The Situation,0.1171630559087855,The Situation,0.1171630559087855,Bristol Palin,0.11588305959114502,Kurt Warner,0.11576838690308376,True,
11,5,Florence Henderson,0.13074592067390992,Bristol Palin,0.13229483044646584,Kyle Massey,0.13077326610390438,Florence Henderson,0.13074592067390992,False,
11,6,Audrina Patridge,0.14139330553417442,Kurt Warner,0.15327559021997997,Bristol Palin,0.14824533413943722,Jennifer Grey,0.1463161088551967,False,
11,7,Rick Fox,0.17310530844657981,Bristol Palin,0.17830390429966725,Kyle Massey,0.1759295341208215,Rick Fox,0.17310530844657981,False,
11,8,Kurt Warner,0.21661558823292015,Bristol Palin,0.21664799210069566,Kurt Warner,0.21661558823292015,Kyle Massey,0.19354213338090587,True,
11,9,Brandy,0.2593324933524935,Bristol Palin,0.27654602733849415,Brandy,0.2593324933524935,Kyle Massey,0.24926652642781294,True,
11,10,,,Bristol Palin,0.37510941572025547,Kyle Massey,0.3554047578248846,Jennifer Grey,0.26948582645485936,False,
12,1,,,Mike Catherwood,0.09518095304039241,Wendy Williams,0.09483784909564191,Sugar Ray Leonard,0.09385312757788264,False,
12,2,Mike Catherwood,0.09442920078091634,Sugar Ray Leonard,0.09449456081916795,Mike Catherwood,0.09442920078091634,Wendy Williams,0.09434268614272596,True,
12,3,Wendy Williams,0.10535110445173321,Wendy Williams,0.10535110445173321,Sugar Ray Leonard,0.10336112554401126,Romeo,0.10288186392725952,True,
12,4,Sugar Ray Leonard,0.11588908123252455,Kendra Wilkinson,0.11741875564971936,Sugar Ray Leonard,0.11588908123252455,Kirstie Alley,0.1144694958836464,True,
12,5,Petra Nemcova,0.13098925420856525,Kendra Wilkinson,0.1313169096915201,Ralph Macchio,0.13110909208270133,Petra Nemcova,0.13098925420856525,False,
12,6,Chris Jericho,0.15282618612340015,Chris Jericho,0.15282618612340015,Ralph Macchio,0.14996531707002633,Kendra Wilkinson,0.14820117100670452,True,
12,7,Kendra Wilkinson,0.17592043800556917,Kirstie Alley,0.1773794316687283,Romeo,0.17687321584952506,Kendra Wilkinson,0.17592043800556917,False,
12,8,Romeo,0.20483885691445436,Ralph Macchio,0.218604266169451,Romeo,0.20483885691445436,Kirstie Alley,0.20047149663748182,True,
12,9,Ralph Macchio,0.27550301338556604,Ralph Macchio,0.27550301338556604,Kirstie Alley,0.26867459977422964,Hines Ward,0.2566104177832125,True,
12,10,,,Kirstie Alley,0.3792035990090284,Hines Ward,0.31119679129953376,Chelsea Kane,0.3095996096914387,False,
13,1,Metta World Peace (Ron),0.08647565627412658,Metta World Peace (Ron),0.08647565627412658,Elisabetta Canalis,0.08643041158427378,Nancy Grace,0.08609742189614503,True,
13,2,Elisabetta Canalis,0.09140551501783635,Chaz Bono,0.09495119808485718,David Arquette,0.0945578769798608,Carson Kressley,0.0944830291383779,False,
13,3,Kristin Cavallari,0.10068718541273272,Chaz Bono,0.10532443039408705,Nancy Grace,0.10423441366429806,Carson Kressley,0.10267198024877836,False,
13,4,Chynna Phillips,0.11576902460079432,Carson Kressley,0.11636573513043479,Nancy Grace,0.1158863569960318,Chaz Bono,0.11585752000171727,False,
13,5,Carson Kressley,0.1324758677063056,Carson Kressley,0.1324758677063056,Chaz Bono,0.13126305712900943,Nancy Grace,0.13037047943996574,True,
13,6,Chaz Bono,0.1521142098816467,Chaz Bono,0.1521142098816467,Hope Solo,0.15123660278691076,David Arquette,0.14829908363200425,True,
13,7,David Arquette,0.1762424591276437,Nancy Grace,0.17960220135645366,David Arquette,0.1762424591276437,J.R. Martinez,0.17313566794514448,True,
13,8,Nancy Grace,0.2185261050212392,Nancy Grace,0.2185261050212392,Hope Solo,0.20679424430463336,Ricki Lake,0.20597427681609173,True,
13,9,Hope Solo,0.2787719439786938,Hope Solo,0.2787719439786938,J.R. Martinez,0.2673943346810584,Rob Kardashian,0.2294969581217961,True,
13,10,,,Ricki Lake,0.37559697274632237,J.R. Martinez,0.35103914201917386,Rob Kardashian,0.2733638852345046,False,
14,1,,,Gavin DeGraw,0.0862314906184926,Martina Navratilova,0.08621375960732676,Melissa Gilbert,0.08617797108067249,False,
14,2,Martina Navratilova,0.08682734461601974,Martina Navratilova,0.08682734461601974,Gladys Knight,0.08647636442653336,Melissa Gilbert,0.0859048862364352,True,
14,3,Jack Wagner,0.0941429418596344,Gladys Knight,0.09416884465753585,Jack Wagner,0.0941429418596344,Sherri Sheperd,0.09402641201198057,True,
14,4,Sherri Sheperd,0.10405004992101617,Gladys Knight,0.10464138002852463,Sherri Sheperd,0.10405004992101617,Jaleel White,0.10331664222282692,True,
14,5,Gavin DeGraw,0.11713009725990825,Gavin DeGraw,0.11713009725990825,Melissa Gilbert,0.1162387673421211,Gladys Knight,0.1160984351346991,True,
14,6,Gladys Knight,0.13300919045512924,Gladys Knight,0.13300919045512924,Roshon Fegan,0.13166584787661523,Maria Menounos,0.1301230282527145,True,
14,7,Jaleel White,0.1490314764703519,Melissa Gilbert,0.15221796687336017,Jaleel White,0.1490314764703519,Roshon Fegan,0.1482795239218844,True,
14,8,Melissa Gilbert,0.17899449292844896,Melissa Gilbert,0.17899449292844896,Maria Menounos,0.1765640722023161,Katherine Jenkins,0.16819368634485057,True,
14,9,Maria Menounos,0.21764610842353638,Katherine Jenkins,0.2745980608955593,Donald Driver,0.26415935261114915,William Levy,0.24359647806975634,False,
14,10,,,Donald Driver,0.3652076979712477,William Levy,0.36405562983729994,Katherine Jenkins,0.2707366721914528,False,
15,1,Pamela Anderson,0.07990188621303193,Pamela Anderson,0.07990188621303193,Kirstie Alley,0.07933775028483102,Bristol Palin,0.07918957557714072,True,
15,2,Joey Fatone,0.08512039429967479,Bristol Palin,0.08697003421190865,Kirstie Alley,0.08597512850468593,Kelly Monaco,0.08549509332779791,False,
15,3,Drew Lachey,0.09421500641252162,Bristol Palin,0.09493120283701123,Drew Lachey,0.09421500641252162,Kirstie Alley,0.0940212502177603,True,
15,4,Bristol Palin,0.11634557895167881,Kirstie Alley,0.11699691892220664,Bristol Palin,0.11634557895167881,Apolo Anton Ohno,0.11492735785403733,True,
15,5,,,Kelly Monaco,0.13227835095813437,Kirstie Alley,0.13155720484329736,Emmitt Smith,0.12641530143590077,False,
15,6,Sabrina Bryan,0.11523978223278901,Emmitt Smith,0.1316264561176466,Kelly Monaco,0.13097646422146003,Gilles Marini,0.13020436005889144,False,
15,7,,,Kirstie Alley,0.15267503289848167,Apolo Anton Ohno,0.14934736192374645,Gilles Marini,0.14856836009041716,False,
15,8,Gilles Marini,0.14067992398790638,Kirstie Alley,0.15252184725240348,Shawn Johnson,0.14801757389451772,Kelly Monaco,0.14700500374877487,False,
15,9,Apolo Anton Ohno,0.20207268875591994,Emmitt Smith,0.2158875513553671,Kelly Monaco,0.21561640087079803,Apolo Anton Ohno,0.20207268875591994,False,
15,10,,,Shawn Johnson,0.3745719789856471,Kelly Monaco,0.3576726355600713,Melissa Rycroft,0.2677553854542813,False,
16,1,,,D. L. Hughley,0.0872476168985666,Andy Dick,0.08592943122921796,Wynonna Judd,0.08556591608289825,False,
16,3,Wynonna Judd,0.09528433250034943,Wynonna Judd,0.09528433250034943,D. L. Hughley,0.09490616735067059,Andy Dick,0.09434674891429189,True,
16,4,Lisa Vanderpump,0.10465479802135967,Lisa Vanderpump,0.10465479802135967,Victor Ortiz,0.10465074992461888,Sean Lowe,0.10354829287001963,True,
16,5,D. L. Hughley,0.11691104681524755,Andy Dick,0.11701315236872095,D. L. Hughley,0.11691104681524755,Ingo Rademacher,0.11567595741751142,True,
16,6,Victor Ortiz,0.13230390085998991,Victor Ortiz,0.13230390085998991,Andy Dick,0.13112851591213434,Ingo Rademacher,0.12941610815094884,True,
16,7,Andy Dick,0.1540551258379942,Andy Dick,0.1540551258379942,Sean Lowe,0.14879749398938752,Ingo Rademacher,0.14859865507837075,True,
16,8,Sean Lowe,0.1799183912204303,Sean Lowe,0.1799183912204303,Ingo Rademacher,0.1770033058146515,Jacoby Jones,0.16785509035899177,True,
16,9,Ingo Rademacher,0.21941701350708104,Ingo Rademacher,0.21941701350708104,Zendaya,0.21131783167010013,Kellie Pickler,0.19654284467936853,True,
16,10,Alexandra Raisman,0.26602628619393365,Jacoby Jones,0.2737986477256456,Alexandra Raisman,0.26602628619393365,Zendaya,0.2308248268973766,True,
17,1,,,Bill Nye,0.08709498519078003,Keyshawn Johnson,0.08646577100817293,Bill Engvall,0.08596908199832705,False,
17,2,Keyshawn Johnson,0.08654976503142331,Bill Nye,0.08678786809718658,Keyshawn Johnson,0.08654976503142331,Valerie Harper,0.08617867416898076,True,
17,3,Bill Nye,0.09528636411446179,Bill Nye,0.09528636411446179,Valerie Harper,0.09521318737963701,Jack Osbourne,0.09293967825298594,True,
17,4,Valerie Harper,0.1050312101994959,Valerie Harper,0.1050312101994959,Brant Daugherty,0.10395788153230769,Bill Engvall,0.10367793931695249,True,
17,5,Christina Milian,0.10610544861315574,Leah Remini,0.11738030501137607,Bill Engvall,0.1157800924919994,Elizabeth Berkley Lauren,0.11349459232189962,False,
17,6,,,Bill Engvall,0.1321591398605293,Jack Osbourne,0.13006659024178688,Corbin Bleu,0.12968374311689496,False,
17,7,"Nicole ""Snooki"" Polizzi",0.12996218523986022,Bill Engvall,0.13190255027997114,Leah Remini,0.13077140165833373,"Nicole ""Snooki"" Polizzi",0.12996218523986022,False,
17,8,Brant Daugherty,0.14785231429547152,Bill Engvall,0.1517546846616916,Elizabeth Berkley Lauren,0.15142970614053067,Brant Daugherty,0.14785231429547152,False,
17,9,Elizabeth Berkley Lauren,0.16222102587680762,Bill Engvall,0.18013610539944186,Amber Riley,0.172825582436091,Leah Remini,0.16828891997149278,False,
17,10,Leah Remini,0.21459249272823994,Bill Engvall,0.21732196120497096,Leah Remini,0.21459249272823994,Jack Osbourne,0.20507596578358855,True,
17,11,Bill Engvall,0.2766781259145262,Bill Engvall,0.2766781259145262,Jack Osbourne,0.26551175074423883,Corbin Bleu,0.24385234346143217,True,
18,1,,,Billy Dee Williams,0.08708373960425232,Diana Nyad,0.08625686775295598,Sean Avery,0.0857748142890155,False,
18,3,,,Drew Carey,0.116742995202646,NeNe Leakes,0.11636688707709657,Candace Cameron Bure,0.11596694216291753,False,
18,4,,,Candace Cameron Bure,0.11693926379060131,Cody Simpson,0.11546566075889644,Danica McKellar,0.11473667176404548,False,
18,5,Cody Simpson,0.1150246588204202,Drew Carey,0.11748537314966592,Cody Simpson,0.1150246588204202,Candace Cameron Bure,0.11422385429292997,True,
18,6,Drew Carey,0.13142779746527877,Candace Cameron Bure,0.13165072733027963,Drew Carey,0.13142779746527877,NeNe Leakes,0.13077512966404556,True,
18,7,NeNe Leakes,0.15208882915968575,NeNe Leakes,0.15208882915968575,James Maslow,0.15007754514191599,Charlie White,0.14760874449982142,True,
18,8,Danica McKellar,0.17059046297686906,James Maslow,0.17759203964763737,Candace Cameron Bure,0.17735194231485166,Meryl Davis,0.1764215719123574,False,
18,9,Charlie White,0.20691210829085696,Candace Cameron Bure,0.2179542058609233,James Maslow,0.20983293278010984,Charlie White,0.20691210829085696,False,
18,10,James Maslow,0.256532916544376,Candace Cameron Bure,0.27875048580039874,James Maslow,0.256532916544376,Amy Purdy,0.23623122166122598,True,
19,1,Lolo Jones,0.07959901597832568,Betsey Johnson,0.08004353146668172,Lolo Jones,0.07959901597832568,Michael Waltrip,0.0792340809966092,True,
19,2,Tavis Smiley,0.08568735813015288,Michael Waltrip,0.08684261491508559,Betsey Johnson,0.08586680287860712,Tommy Chong,0.0858208606508612,False,
19,3,Randy Couture,0.09456946078744112,Randy Couture,0.09456946078744112,Michael Waltrip,0.09424899083312334,Betsey Johnson,0.09396571424299671,True,
19,4,Betsey Johnson,0.10334116720413732,Michael Waltrip,0.1045534849089652,Jonathan Bennett,0.104508581308324,Tommy Chong,0.10364864672383499,False,
19,5,,,Michael Waltrip,0.1174562967200932,Tommy Chong,0.11656253666632933,Jonathan Bennett,0.11590982709391943,False,
19,6,Jonathan Bennett,0.11365794795793063,Tommy Chong,0.11645248162175655,Antonio Sabato Jr.,0.11624704445556448,Michael Waltrip,0.1155409815935359,False,
19,7,Antonio Sabato Jr.,0.13050606739288842,Michael Waltrip,0.1318881970726117,Antonio Sabato Jr.,0.13050606739288842,Tommy Chong,0.13047576217117796,True,
19,8,Michael Waltrip,0.15298682318712262,Michael Waltrip,0.15298682318712262,Tommy Chong,0.15107428045511692,Lea Thompson,0.14918726487879633,True,
19,9,Lea Thompson,0.17211763339952957,Tommy Chong,0.18047005541024425,Lea Thompson,0.17211763339952957,Sadie Robertson,0.1684237667254057,True,
19,10,Tommy Chong,0.21906876626008145,Tommy Chong,0.21906876626008145,Sadie Robertson,0.20354165738642713,Alfonso Ribeiro,0.19898061051392932,True,
19,11,Bethany Mota,0.27557664249407887,Bethany Mota,0.27557664249407887,Janel Parrish,0.2605719528003761,Sadie Robertson,0.25225233266711816,True,
20,1,,,Charlotte McKinney,0.08658781405599107,Redfoo,0.08657290299475796,Suzanne Somers,0.08569943687012559,False,
20,2,Redfoo,0.08296929314950113,Chris Soules,0.08707972269806727,Charlotte McKinney,0.08607451912179914,Noah Galloway,0.08537839221239829,False,
20,3,Charlotte McKinney,0.09490552302430176,Charlotte McKinney,0.09490552302430176,Patti LaBelle,0.09479799314798512,Michael Sam,0.09452429652693212,True,
20,4,Michael Sam,0.1037692824517548,Chris Soules,0.10468758213776029,Suzanne Somers,0.10437544839806866,Michael Sam,0.1037692824517548,False,
